Chrom	Start	End	Name	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr3	112963300	112965349	7805	Intron (ENST00000464546.1/ENSG00000144857.10, intron 2 of 3)	3	112980545	112989791	9247	1	ENST00000477178.1	-15196	BOC	ENSG00000144857.10
chr3	194314150	194316379	8807	Promoter (3-4kb)	3	194308602	194310675	2074	2	ENST00000476750.1	-3476	TMEM44	ENSG00000145014.13
chr4	152020180	152022349	9960	Promoter (<=1kb)	4	152020725	152025804	5080	1	ENST00000274065.4	0	RPS3A	ENSG00000145425.5
chr5	77835680	77837699	10877	Intron (ENST00000515007.2/ENSG00000145685.9, intron 1 of 2)	5	77781038	77844974	63937	2	ENST00000515007.2	7275	LHFPL2	ENSG00000145685.9
chr5	77839900	77845979	10878	Promoter (<=1kb)	5	77781038	77844974	63937	2	ENST00000515007.2	0	LHFPL2	ENSG00000145685.9
chr5	75985180	75988899	10857	Exon (ENST00000507514.1/ENSG00000225407.3, exon 4 of 4)	5	75997532	76003449	5918	1	ENST00000508410.1	-8633	IQGAP2	ENSG00000145703.11
chr5	142531550	142537049	11550	Intron (ENST00000274498.4/ENSG00000145819.11, intron 20 of 22)	5	142544478	142606050	61573	1	ENST00000486650.1	-7429	ARHGAP26	ENSG00000145819.11
chr5	142521680	142523879	11548	Intron (ENST00000274498.4/ENSG00000145819.11, intron 19 of 22)	5	142513550	142527081	13532	1	ENST00000489924.1	8131	ARHGAP26	ENSG00000145819.11
chr5	147846830	147855179	11596	Intron (ENST00000521530.1/ENSG00000164270.13, intron 5 of 5)	5	147819919	147821065	1147	1	ENST00000508176.1	26912	FBXO38	ENSG00000145868.12
chr5	147837100	147840049	11595	Intron (ENST00000521530.1/ENSG00000164270.13, intron 5 of 5)	5	147819919	147821065	1147	1	ENST00000508176.1	17182	FBXO38	ENSG00000145868.12
chr5	167651980	167654399	11886	Promoter (<=1kb)	5	167653253	167668117	14865	1	ENST00000517941.1	0	TENM2	ENSG00000145934.11
chr6	3841400	3843399	12218	Intron (ENST00000454396.2/ENSG00000238158.2, intron 1 of 1)	6	3849620	3851551	1932	1	ENST00000380274.1	-6221	FAM50B	ENSG00000145945.5
chr6	3989900	3992099	12224	Distal Intergenic	6	3982909	3984372	1464	1	ENST00000356722.3	6992	C6ORF50	ENSG00000145965.5
chr6	13354230	13356329	12367	Distal Intergenic	6	13323943	13328815	4873	2	ENST00000607230.1	-25416	TBC1D7	ENSG00000145979.13
chr6	39788080	39790549	12993	Intron (ENST00000274867.4/ENSG00000146122.12, intron 1 of 24)	6	39816342	39828937	12596	1	ENST00000405961.3	-25793	DAAM2	ENSG00000146122.12
chr6	130004100	130007099	13689	Intron (ENST00000368149.2/ENSG00000146376.6, intron 1 of 14)	6	129897277	130031370	134094	2	ENST00000368149.2	24271	ARHGAP18	ENSG00000146376.6
chr6	155509300	155511329	14010	Promoter (4-5kb)	6	155504449	155566770	62322	1	ENST00000543712.1	4852	TIAM2	ENSG00000146426.13
chr7	45959050	45961079	14825	Promoter (<=1kb)	7	45951949	45960871	8923	2	ENST00000381086.5	0	IGFBP3	ENSG00000146674.10
chr8	23404100	23406149	16256	Promoter (4-5kb)	8	23399200	23423891	24692	1	ENST00000520949.1	4901	SLC25A37	ENSG00000147454.9
chr8	38641650	38646629	16448	Promoter (<=1kb)	8	38643192	38677149	33958	1	ENST00000524354.1	0	TACC1	ENSG00000147526.15
chr9	21993950	21996999	17605	Promoter (<=1kb)	9	21967751	21994490	26740	2	ENST00000361570.3	0	CDKN2A	ENSG00000147889.12
chr9	97679700	97685999	18063	Promoter (<=1kb)	9	97682497	97697638	15142	1	ENST00000488186.1	0	C9orf3	ENSG00000148120.10
chr9	97562200	97564699	18052	Promoter (<=1kb)	9	97562458	97694263	131806	1	ENST00000395357.2	0	C9orf3	ENSG00000148120.10
chr9	119232480	119234649	18375	Intron (ENST00000373996.3/ENSG00000148219.12, intron 20 of 22)	9	119199502	119203014	3513	2	ENST00000417725.1	-29467	ASTN2	ENSG00000148219.12
chr9	119406180	119410179	18379	Intron (ENST00000373996.3/ENSG00000148219.12, intron 17 of 22)	9	119187507	119449494	261988	2	ENST00000288520.5	39315	ASTN2	ENSG00000148219.12
chr9	132889350	132893499	18700	Promoter (<=1kb)	9	132891870	132895515	3646	1	ENST00000415344.1	0	GPR107	ENSG00000148358.15
chr10	11567080	11569099	19174	Exon (ENST00000609104.1/ENSG00000148429.10, exon 4 of 15)	10	11502509	11574274	71766	2	ENST00000277575.5	5175	USP6NL	ENSG00000148429.10
chr10	88842800	88845749	20112	Intron (ENST00000277865.4/ENSG00000148672.7, intron 1 of 12)	10	88810247	88853827	43581	2	ENST00000537649.1	8078	GLUD1	ENSG00000148672.7
chr20	10583930	10586099	33722	Promoter (4-5kb)	20	10579323	10617477	38155	1	ENST00000488816.1	4608	SLX4IP	ENSG00000149346.10
chr20	10488330	10490949	33718	Intron (ENST00000334534.5/ENSG00000149346.10, intron 2 of 7)	20	10415951	10604027	188077	1	ENST00000334534.5	72380	SLX4IP	ENSG00000149346.10
chr2	36681700	36686329	4197	Intron (ENST00000280527.2/ENSG00000150938.5, intron 4 of 16)	2	36706686	36726555	19870	1	ENST00000481321.1	-20357	CRIM1	ENSG00000150938.5
chr10	62331500	62333629	19697	Promoter (<=1kb)	10	61789555	62332421	542867	2	ENST00000503366.1	0	ANK3	ENSG00000151150.16
chr14	33170880	33173099	25635	Intron (ENST00000280979.4/ENSG00000151320.6, intron 9 of 13)	14	33162668	33204931	42264	1	ENST00000557708.1	8213	AKAP6	ENSG00000151320.6
chr11	86183830	86190249	22233	Intron (ENST00000524610.1/ENSG00000254733.1, intron 2 of 2)	11	86168621	86209166	40546	2	ENST00000525957.1	18917	ME3	ENSG00000151376.12
chr2	17993530	17995749	3902	Promoter (2-3kb)	2	17997763	17998368	606	1	ENST00000281047.3	-2014	MSGN1	ENSG00000151379.3
chr4	146798630	146800779	9911	Intron (ENST00000508784.1/ENSG00000151612.11, intron 4 of 14)	4	146797648	146806900	9253	2	ENST00000513840.1	6121	ZNF827	ENSG00000151612.11
chr4	148401030	148405129	9926	Promoter (<=1kb)	4	148402069	148466106	64038	1	ENST00000339690.5	0	EDNRA	ENSG00000151617.11
chr2	7154350	7156679	3750	Exon (ENST00000320892.6/ENSG00000151692.10, exon 4 of 9)	2	7137071	7208417	71347	1	ENST00000432850.1	17280	RNF144A	ENSG00000151692.10
chr2	9317450	9321379	3779	Distal Intergenic	2	9346894	9545807	198914	1	ENST00000281419.3	-25515	ASAP2	ENSG00000151693.5
chr2	9329930	9334999	3780	Distal Intergenic	2	9346894	9545807	198914	1	ENST00000281419.3	-11895	ASAP2	ENSG00000151693.5
chr4	185665950	185669499	10200	Distal Intergenic	4	185676754	185680030	3277	2	ENST00000513001.1	10531	ACSL1	ENSG00000151726.9
chr13	24000300	24003149	24663	Promoter (4-5kb)	13	23902965	24007841	104877	2	ENST00000382298.3	4692	SACS	ENSG00000151835.9
chr6	56818050	56820129	13272	Promoter (<=1kb)	6	56322787	56819385	496599	2	ENST00000370754.5	0	DST	ENSG00000151914.13
chr2	223914350	223923129	6139	Promoter (<=1kb)	2	223916532	223920355	3824	1	ENST00000281830.3	0	KCNE4	ENSG00000152049.5
chr1	174767400	174770379	2650	Promoter (<=1kb)	1	174769070	174964445	195376	1	ENST00000489615.1	0	RABGAP1L	ENSG00000152061.17
chr18	42260150	42263649	31653	Promoter (<=1kb)	18	42260863	42648475	387613	1	ENST00000282030.5	0	SETBP1	ENSG00000152217.12
chr5	136635700	136637779	11312	Intron (ENST00000394945.1/ENSG00000152377.8, intron 2 of 10)	5	136448124	136649227	201104	2	ENST00000510405.1	11448	SPOCK1	ENSG00000152377.8
chr4	81104650	81107449	9446	Promoter (<=1kb)	4	81105033	81117752	12720	1	ENST00000508965.1	0	PRDM8	ENSG00000152784.11
chr2	161526950	161529279	5534	Distal Intergenic	2	161128662	161350305	221644	2	ENST00000348849.3	-176646	RBMS1	ENSG00000153250.13
chr2	161335100	161337129	5530	Intron (ENST00000474820.1/ENSG00000153250.13, intron 1 of 15)	2	161223424	161349480	126057	2	ENST00000477486.1	12351	RBMS1	ENSG00000153250.13
chr2	230281000	230283079	6182	Exon (ENST00000341772.4/ENSG00000187957.7, exon 9 of 13)	2	229888711	230136001	247291	2	ENST00000392055.3	-145000	PID1	ENSG00000153823.14
chr2	230269950	230274779	6180	Exon (ENST00000341772.4/ENSG00000187957.7, exon 10 of 13)	2	229888711	230136001	247291	2	ENST00000392055.3	-133950	PID1	ENSG00000153823.14
chr1	86034800	86037529	1675	Intron (ENST00000535924.2/ENSG00000153904.14, intron 1 of 6)	1	85961422	86042541	81120	2	ENST00000467666.1	5012	DDAH1	ENSG00000153904.14
chr1	86015630	86019999	1674	Intron (ENST00000535924.2/ENSG00000153904.14, intron 1 of 6)	1	85961422	86042541	81120	2	ENST00000467666.1	22542	DDAH1	ENSG00000153904.14
chr1	85928750	85932249	1670	Promoter (<=1kb)	1	85784168	85930823	146656	2	ENST00000284031.8	0	DDAH1	ENSG00000153904.14
chr15	101560730	101564299	27984	Promoter (<=1kb)	15	101561914	101565154	3241	1	ENST00000525617.2	0	LRRK1	ENSG00000154237.8
chr15	101457850	101460099	27982	Promoter (<=1kb)	15	101459420	101610317	150898	1	ENST00000388948.3	0	LRRK1	ENSG00000154237.8
chr3	171023580	171025649	8471	Intron (ENST00000436636.2/ENSG00000154310.12, intron 2 of 32)	3	170875340	170943500	68161	2	ENST00000468757.1	-80081	TNIK	ENSG00000154310.12
chr4	186461930	186464299	10223	Distal Intergenic	4	186422905	186456766	33862	2	ENST00000284771.6	-5165	PDLIM3	ENSG00000154553.9
chr4	186452830	186459649	10222	Promoter (<=1kb)	4	186422851	186456662	33812	2	ENST00000284770.5	0	PDLIM3	ENSG00000154553.9
chr8	74902130	74905999	16701	Promoter (<=1kb)	8	74903587	74941322	37736	1	ENST00000284818.2	0	LY96	ENSG00000154589.2
chr21	18982300	18985429	34582	Promoter (<=1kb)	21	18965971	18985162	19192	2	ENST00000339775.6	0	BTG3	ENSG00000154640.10
chr3	14244380	14247749	6614	Distal Intergenic	3	14186647	14220283	33637	2	ENST00000285021.7	-24098	XPC	ENSG00000154767.10
chr21	30515880	30519229	34637	Promoter (<=1kb)	21	30517880	30547540	29661	1	ENST00000470800.1	0	MAP3K7CL	ENSG00000156265.11
chr1	100233150	100235199	1852	Promoter (<=1kb)	1	100213151	100232187	19037	2	ENST00000370176.2	-964	FRRS1	ENSG00000156869.8
chr9	112541880	112545699	18257	Promoter (<=1kb)	9	112542589	112934792	392204	1	ENST00000374530.3	0	PALM2-AKAP2	ENSG00000157654.13
chr7	137561430	137565449	15687	3' UTR	7	137270007	137531838	261832	2	ENST00000470895.1	-29593	DGKI	ENSG00000157680.11
chr9	117372150	117375429	18366	Promoter (<=1kb)	9	117373486	117406441	32956	1	ENST00000288502.4	0	C9orf91	ENSG00000157693.10
chr15	90379130	90381179	27757	Promoter (<=1kb)	15	90378656	90381186	2531	2	ENST00000558926.1	7	AP3S2	ENSG00000157823.12
chr7	4918480	4920479	14388	Promoter (1-2kb)	7	4917369	4921840	4472	2	ENST00000457174.1	1361	RADIL	ENSG00000157927.12
chr7	129995100	129997229	15566	Intron (ENST00000355388.3/ENSG00000158525.11, intron 6 of 13)	7	130003282	130008571	5290	1	ENST00000479492.1	-6053	CPA5	ENSG00000158525.11
chr21	36256180	36261749	34715	Promoter (<=1kb)	21	36160098	36260987	100890	2	ENST00000344691.4	0	RUNX1	ENSG00000159216.14
chr3	123974330	123980379	7926	Intron (ENST00000448253.1/ENSG00000160145.11, intron 4 of 5)	3	123987438	124044932	57495	1	ENST00000498499.1	-7059	KALRN	ENSG00000160145.11
chr21	45444300	45446899	34886	Intron (ENST00000380221.3/ENSG00000160218.8, intron 1 of 6)	21	45432206	45524614	92409	1	ENST00000422875.1	12095	TRAPPC10	ENSG00000160218.8
chr11	117087250	117093349	22504	Promoter (<=1kb)	11	117076864	117090854	13991	2	ENST00000527037.1	0	PCSK7	ENSG00000160613.8
chr12	50096950	50100929	23473	Promoter (<=1kb)	12	50038716	50101003	62288	2	ENST00000550488.1	74	FMNL3	ENSG00000161791.9
chr12	50055050	50071579	23470	Promoter (<=1kb)	12	50055518	50062337	6820	2	ENST00000550970.1	0	FMNL3	ENSG00000161791.9
chr1	65660250	65662999	1528	Intron (ENST00000497030.1/ENSG00000162433.10, intron 3 of 5)	1	65631615	65692112	60498	1	ENST00000479060.1	28636	AK4	ENSG00000162433.10
chr1	61802280	61807029	1451	Intron (ENST00000371191.1/ENSG00000162599.11, intron 4 of 10)	1	61818122	61869898	51777	1	ENST00000482020.1	-11093	NFIA	ENSG00000162599.11
chr1	109187900	109189979	1885	Promoter (4-5kb)	1	109192846	109194067	1222	2	ENST00000483729.1	4088	HENMT1	ENSG00000162639.11
chr1	206885630	206891349	3097	Intron (ENST00000294981.4/ENSG00000162889.6, intron 1 of 9)	1	206902279	206902815	537	1	ENST00000493447.1	-10930	MAPKAPK2	ENSG00000162889.6
chr2	238319130	238323499	6301	Promoter (<=1kb)	2	238232655	238322850	90196	2	ENST00000347401.3	0	COL6A3	ENSG00000163359.11
chr3	120156680	120160929	7867	Exon (ENST00000467994.1/ENSG00000163430.5, exon 3 of 4)	3	120142374	120169807	27434	2	ENST00000485968.1	8878	FSTL1	ENSG00000163430.5
chr4	57916650	57925049	9336	Intron (ENST00000512512.1/ENSG00000163453.7, intron 1 of 4)	4	57896939	57931769	34831	2	ENST00000512512.1	6720	IGFBP7	ENSG00000163453.7
chr3	64205650	64212849	7470	Promoter (<=1kb)	3	64079543	64211131	131589	2	ENST00000295902.6	0	PRICKLE2	ENSG00000163637.7
chr3	64198650	64204749	7469	Intron (ENST00000295902.6/ENSG00000163637.7, intron 1 of 7)	3	64079543	64211131	131589	2	ENST00000295902.6	6382	PRICKLE2	ENSG00000163637.7
chr3	64652880	64655449	7479	Intron (ENST00000295903.4/ENSG00000163638.9, intron 3 of 38)	3	64640066	64641720	1655	2	ENST00000494004.1	-11161	ADAMTS9	ENSG00000163638.9
chr2	28841880	28868549	4083	Promoter (<=1kb)	2	28843539	28853531	9993	1	ENST00000473272.1	0	PLB1	ENSG00000163803.8
chr1	37936150	37946979	994	Promoter (<=1kb)	1	37940153	37949980	9828	1	ENST00000373087.6	0	ZC3H12A	ENSG00000163874.8
chr1	40096930	40107599	1043	Promoter (<=1kb)	1	40089825	40105617	15793	2	ENST00000372852.3	0	HEYL	ENSG00000163909.6
chr8	81608700	81612149	16730	Intron (ENST00000327835.3/ENSG00000164684.9, intron 2 of 8)	8	81577077	81585574	8498	2	ENST00000522040.1	-23127	ZNF704	ENSG00000164684.9
chr7	93924780	93927599	15201	Distal Intergenic	7	94023873	94060544	36672	1	ENST00000297268.6	-96274	COL1A2	ENSG00000164692.13
chr8	118741700	118743749	17000	Distal Intergenic	8	118542603	118552241	9639	1	ENST00000519391.1	199098	MED30	ENSG00000164758.3
chr8	94893100	94895099	16797	Intron (ENST00000523021.1/ENSG00000164951.11, intron 1 of 1)	8	94870035	94933576	63542	1	ENST00000523021.1	23066	PDP1	ENSG00000164951.11
chr9	113341100	113343129	18294	Promoter (<=1kb)	9	113127531	113342160	214630	2	ENST00000401783.2	0	SVEP1	ENSG00000165124.13
chr10	50287730	50291229	19622	Promoter (2-3kb)	10	50272196	50285336	13141	2	ENST00000476018.2	-2395	VSTM4	ENSG00000165633.8
chr10	50312080	50316249	19626	Exon (ENST00000332853.4/ENSG00000165633.8, exon 2 of 8)	10	50222290	50323554	101265	2	ENST00000332853.4	7305	VSTM4	ENSG00000165633.8
chr10	50277830	50280299	19621	Intron (ENST00000332853.4/ENSG00000165633.8, intron 4 of 7)	10	50272196	50285336	13141	2	ENST00000476018.2	5037	VSTM4	ENSG00000165633.8
chr10	120100350	120102399	20614	Promoter (<=1kb)	10	120065401	120101832	36432	2	ENST00000369183.4	0	FAM204A	ENSG00000165669.9
chr12	12549800	12553779	23102	Intron (ENST00000542728.1/ENSG00000165714.6, intron 2 of 3)	12	12510352	12618778	108427	1	ENST00000298571.6	39449	LOH12CR1	ENSG00000165714.6
chr10	30345380	30348149	19408	Promoter (<=1kb)	10	30301729	30348453	46725	2	ENST00000375377.1	304	KIAA1462	ENSG00000165757.8
chr10	115437500	115441529	20558	Promoter (<=1kb)	10	115438942	115486178	47237	1	ENST00000429617.1	0	CASP7	ENSG00000165806.15
chr11	34276900	34280099	21341	Intron (ENST00000298992.2/ENSG00000166016.4, intron 1 of 16)	11	34194721	34264092	69372	2	ENST00000530814.1	-12809	ABTB2	ENSG00000166016.4
chr11	34376480	34378599	21350	Promoter (<=1kb)	11	34172535	34378802	206268	2	ENST00000298992.2	203	ABTB2	ENSG00000166016.4
chr11	34265250	34267479	21339	Promoter (1-2kb)	11	34194721	34264092	69372	2	ENST00000530814.1	-1159	ABTB2	ENSG00000166016.4
chr11	34294150	34298179	21344	Intron (ENST00000298992.2/ENSG00000166016.4, intron 1 of 16)	11	34194721	34264092	69372	2	ENST00000530814.1	-30059	ABTB2	ENSG00000166016.4
chr11	94499880	94504049	22289	Promoter (<=1kb)	11	94501508	94609913	108406	1	ENST00000317829.8	0	AMOTL1	ENSG00000166025.13
chr10	124232750	124234749	20704	Intron (ENST00000368984.3/ENSG00000166033.7, intron 1 of 8)	10	124221041	124274424	53384	1	ENST00000368984.3	11710	HTRA1	ENSG00000166033.7
chr10	124257230	124259549	20706	Intron (ENST00000368984.3/ENSG00000166033.7, intron 3 of 8)	10	124266207	124274423	8217	1	ENST00000420892.1	-6658	HTRA1	ENSG00000166033.7
chr11	133994250	133996649	22790	Promoter (<=1kb)	11	133996234	134014891	18658	1	ENST00000524969.1	0	JAM3	ENSG00000166086.8
chr15	48681850	48686229	26948	Distal Intergenic	15	48703398	48708913	5516	2	ENST00000561429.1	22684	FBN1	ENSG00000166147.9
chr11	123063850	123067399	22636	Promoter (<=1kb)	11	122943035	123065989	122955	2	ENST00000448775.2	0	CLMP	ENSG00000166250.7
chr10	104522100	104525099	20415	Intron (ENST00000448841.1/ENSG00000166272.12, intron 1 of 3)	10	104536006	104576021	40016	1	ENST00000369889.4	-10907	WBP1L	ENSG00000166272.12
chr10	104517150	104520949	20414	Intron (ENST00000448841.1/ENSG00000166272.12, intron 1 of 3)	10	104503727	104575997	72271	1	ENST00000448841.1	13424	WBP1L	ENSG00000166272.12
chr10	104511250	104514129	20413	Intron (ENST00000448841.1/ENSG00000166272.12, intron 1 of 3)	10	104503727	104575997	72271	1	ENST00000448841.1	7524	WBP1L	ENSG00000166272.12
chr10	104531680	104547499	20417	Promoter (<=1kb)	10	104536006	104576021	40016	1	ENST00000369889.4	0	WBP1L	ENSG00000166272.12
chr11	7596150	7603029	20998	Promoter (<=1kb)	11	7597639	7674991	77353	1	ENST00000533792.1	0	PPFIBP2	ENSG00000166387.7
chr11	114161600	114169679	22471	Promoter (<=1kb)	11	114166547	114183282	16736	1	ENST00000299964.3	0	NNMT	ENSG00000166741.3
chr11	114178000	114181049	22472	Intron (ENST00000535401.1/ENSG00000166741.3, intron 4 of 4)	11	114168873	114183237	14365	1	ENST00000545255.1	9128	NNMT	ENSG00000166741.3
chr17	33568050	33572649	30047	Promoter (<=1kb)	17	33570055	33600674	30620	1	ENST00000299977.4	0	SLFN5	ENSG00000166750.5
chr16	15683850	15685879	28341	3' UTR	16	15690624	15693028	2405	2	ENST00000551579.1	7149	KIAA0430	ENSG00000166783.15
chr11	19743780	19748449	21254	Intron (ENST00000360655.4/ENSG00000166833.15, intron 1 of 37)	11	19735143	20140120	404978	1	ENST00000396087.3	8638	NAV2	ENSG00000166833.15
chr15	67389900	67391899	27274	Promoter (<=1kb)	15	67390920	67457373	66454	1	ENST00000559092.1	0	SMAD3	ENSG00000166949.11
chr21	33863550	33866299	34663	Promoter (<=1kb)	21	33865963	33887190	21228	1	ENST00000496615.1	0	EVA1C	ENSG00000166979.8
chr11	3965000	3970199	20961	Promoter (<=1kb)	11	3968573	4076795	108223	1	ENST00000532990.1	0	STIM1	ENSG00000167323.5
chr19	47141050	47143379	33189	Promoter (3-4kb)	19	47137333	47137942	610	2	ENST00000300873.4	-3109	GNG8	ENSG00000167414.4
chr6	26271350	26275549	12589	Promoter (<=1kb)	6	26273144	26273622	479	1	ENST00000377733.2	0	HIST1H2BI	ENSG00000168242.3
chr18	9706200	9710449	31371	Promoter (<=1kb)	18	9708162	9862548	154387	1	ENST00000578921.1	0	RAB31	ENSG00000168461.8
chr8	42387050	42390929	16524	Promoter (<=1kb)	8	42320596	42390139	69544	2	ENST00000524211.1	0	SLC20A2	ENSG00000168575.5
chr4	4308400	4311199	8971	Promoter (3-4kb)	4	4304459	4322424	17966	1	ENST00000511458.1	3942	ZBTB49	ENSG00000168826.11
chr22	28189650	28193499	35268	Promoter (<=1kb)	22	28146052	28192884	46833	2	ENST00000424656.1	0	MN1	ENSG00000169184.5
chr22	28180780	28182799	35266	Intron (ENST00000302326.4/ENSG00000169184.5, intron 1 of 1)	22	28146666	28187871	41206	2	ENST00000497225.1	5072	MN1	ENSG00000169184.5
chr8	97522600	97525799	16846	Intron (ENST00000302190.4/ENSG00000169439.7, intron 1 of 4)	8	97506236	97621871	115636	1	ENST00000522911.1	16365	SDC2	ENSG00000169439.7
chr8	38756580	38768499	16457	Promoter (<=1kb)	8	38758753	38829298	70546	1	ENST00000521746.1	0	PLEKHA2	ENSG00000169499.10
chr1	25077650	25079829	648	Intron (ENST00000374379.4/ENSG00000169504.10, intron 1 of 5)	1	25071900	25124454	52555	1	ENST00000489758.1	5751	CLIC4	ENSG00000169504.10
chr2	109236050	109238149	5173	Promoter (<=1kb)	2	109237707	109287271	49565	1	ENST00000449684.2	0	LIMS1	ENSG00000169756.12
chr2	109277000	109279479	5176	Promoter (2-3kb)	2	109274350	109279256	4907	1	ENST00000434274.1	2651	LIMS1	ENSG00000169756.12
chr1	19280300	19282649	477	Promoter (<=1kb)	1	19234834	19282192	47359	2	ENST00000416166.1	0	IFFO2	ENSG00000169991.6
chr3	105087030	105089199	7741	Promoter (<=1kb)	3	105086187	105295705	209519	1	ENST00000472644.2	844	ALCAM	ENSG00000170017.8
chr5	159590900	159594729	11853	Distal Intergenic	5	159614374	159665742	51369	1	ENST00000393980.4	-19645	FABP6	ENSG00000170231.11
chr1	211752550	211756379	3168	Promoter (<=1kb)	1	211744910	211752084	7175	2	ENST00000367001.4	-467	SLC30A1	ENSG00000170385.9
chr2	101539480	101542949	5065	Promoter (<=1kb)	2	101541608	101580638	39031	1	ENST00000486017.1	0	NPAS2	ENSG00000170485.12
chr2	101502980	101505679	5062	Intron (ENST00000335681.5/ENSG00000170485.12, intron 1 of 20)	2	101541608	101580638	39031	1	ENST00000486017.1	-35929	NPAS2	ENSG00000170485.12
chr11	104033350	104036349	22360	Promoter (<=1kb)	11	103777914	104034835	256922	2	ENST00000393158.2	0	PDGFD	ENSG00000170962.8
chr19	7177350	7185149	32288	Exon (ENST00000341500.5/ENSG00000171105.9, exon 3 of 21)	19	7159434	7167989	8556	2	ENST00000600492.1	-9362	INSR	ENSG00000171105.9
chr18	65183480	65186129	31924	Promoter (<=1kb)	18	65173819	65184217	10399	2	ENST00000310045.7	0	DSEL	ENSG00000171451.13
chr15	45668850	45670949	26927	Promoter (<=1kb)	15	45653324	45670742	17419	2	ENST00000558362.1	0	GATM	ENSG00000171766.11
chr18	60827150	60830479	31907	Promoter (<=1kb)	18	60795445	60829102	33658	2	ENST00000590515.1	0	BCL2	ENSG00000171791.10
chr20	52201150	52203849	34394	Promoter (1-2kb)	20	52183612	52199636	16025	2	ENST00000302342.3	-1515	ZNF217	ENSG00000171940.9
chr20	52195200	52200749	34393	Promoter (<=1kb)	20	52183612	52199636	16025	2	ENST00000302342.3	0	ZNF217	ENSG00000171940.9
chr9	85918450	85921199	17914	Intron (ENST00000376434.1/ENSG00000172159.11, intron 5 of 9)	9	85912447	85926881	14435	2	ENST00000431299.1	5682	FRMD3	ENSG00000172159.11
chr8	121820400	121825749	17035	Promoter (<=1kb)	8	121547985	121825513	277529	2	ENST00000395601.3	0	SNTB1	ENSG00000172164.9
chr5	43104580	43106749	10585	Intron (ENST00000507393.1/ENSG00000172262.7, intron 1 of 3)	5	43120985	43161875	40891	1	ENST00000515326.1	-14236	ZNF131	ENSG00000172262.7
chr5	43063630	43068879	10583	Promoter (<=1kb)	5	43065278	43080445	15168	1	ENST00000503599.1	0	ZNF131	ENSG00000172262.7
chr1	95486180	95489199	1828	Promoter (3-4kb)	1	95449106	95492759	43654	2	ENST00000507727.2	3560	ALG14	ENSG00000172339.9
chr1	95466850	95468879	1826	Intron (ENST00000370205.5/ENSG00000172339.9, intron 3 of 3)	1	95449106	95492759	43654	2	ENST00000507727.2	23880	ALG14	ENSG00000172339.9
chr1	95507150	95509899	1829	Exon (ENST00000495856.1/ENSG00000172339.9, exon 3 of 4)	1	95449106	95492759	43654	2	ENST00000507727.2	-14392	ALG14	ENSG00000172339.9
chr1	59986250	59988299	1413	Intron (ENST00000474476.1/ENSG00000172456.12, intron 5 of 8)	1	59977988	60126095	148108	1	ENST00000485720.1	8263	FGGY	ENSG00000172456.12
chr1	59911580	59913999	1412	Intron (ENST00000474476.1/ENSG00000172456.12, intron 3 of 8)	1	59858880	60091695	232816	1	ENST00000475949.1	52701	FGGY	ENSG00000172456.12
chr1	60154730	60157629	1417	Intron (ENST00000371218.4/ENSG00000172456.12, intron 15 of 16)	1	60139358	60228399	89042	1	ENST00000471169.1	15373	FGGY	ENSG00000172456.12
chr2	30787950	30790049	4127	Intron (ENST00000379509.3/ENSG00000172954.9, intron 4 of 5)	2	30670269	30785059	114791	1	ENST00000476535.1	117682	LCLAT1	ENSG00000172954.9
chr4	100123150	100125479	9581	Promoter (4-5kb)	4	100125176	100129971	4796	2	ENST00000512708.1	4492	ADH6	ENSG00000172955.13
chr7	64001150	64003149	14952	Promoter (1-2kb)	7	63982828	64004597	21770	2	ENST00000470847.1	1448	ZNF680	ENSG00000173041.7
chr1	116222380	116224379	2039	Intron (ENST00000355485.2/ENSG00000173218.10, intron 4 of 7)	1	116213765	116226697	12933	1	ENST00000474344.1	8616	VANGL1	ENSG00000173218.10
chr20	19976480	19978649	33817	Exon (ENST00000255006.6/ENSG00000132669.8, exon 11 of 12)	20	19997760	20014273	16514	1	ENST00000334982.4	-19111	NAA20	ENSG00000173418.7
chr4	38858700	38860799	9201	Promoter (<=1kb)	4	38830821	38858438	27618	2	ENST00000514655.1	-263	TLR6	ENSG00000174130.8
chr20	39849700	39851699	34126	Intron (ENST00000309060.3/ENSG00000174306.17, intron 3 of 4)	20	39807088	39832681	25594	2	ENST00000421422.1	-17020	ZHX3	ENSG00000174306.17
chr12	108730630	108733129	24128	Promoter (<=1kb)	12	108681821	108733094	51274	2	ENST00000312143.7	0	CMKLR1	ENSG00000174600.9
chr15	92393230	92401849	27823	Promoter (<=1kb)	15	92396925	92709133	312209	1	ENST00000318445.6	0	SLCO3A1	ENSG00000176463.9
chr15	92570700	92574749	27847	Intron (ENST00000318445.6/ENSG00000176463.9, intron 2 of 9)	15	92641160	92706776	65617	1	ENST00000555549.1	-66411	SLCO3A1	ENSG00000176463.9
chr3	183002180	183005249	8592	Promoter (<=1kb)	3	183005268	183016292	11025	1	ENST00000462559.1	-19	B3GNT5	ENSG00000176597.7
chr16	86607800	86609849	29229	Promoter (<=1kb)	16	86609974	86612672	2699	1	ENST00000593625.1	-125	FOXL1	ENSG00000176678.4
