Chrom	Start	End	Name	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr14	23014730	23016879	25510	Promoter (<=1kb)	14	23016447	23021097	4651	1	ENST00000478163.3	0	TRAC	ENSG00000229164.5
chr10	46950730	46953199	19604	Promoter (<=1kb)	10	46937463	46951699	14237	2	ENST00000437899.1	0	RP11-38L15.2	ENSG00000229227.4
chr1	236133780	236136979	3598	Promoter (<=1kb)	1	236121179	236135125	13947	2	ENST00000443207.1	0	RP4-580N22.2	ENSG00000229291.1
chr1	168862000	168864029	2583	Promoter (3-4kb)	1	168867374	168867677	304	1	ENST00000452524.1	-3345	SUMO1P2	ENSG00000229612.1
chr13	33045650	33047649	24798	Promoter (3-4kb)	13	33051411	33052978	1568	1	ENST00000437678.1	-3762	ATP8A2P2	ENSG00000229800.1
chr10	3866600	3873029	19035	Promoter (3-4kb)	10	3876142	3876920	779	1	ENST00000413339.1	-3113	RP11-464C19.2	ENSG00000230573.1
chr2	28880550	28890529	4086	Promoter (<=1kb)	2	28856148	28887406	31259	2	ENST00000431376.1	0	AC074011.2	ENSG00000230730.1
chr9	97580450	97586779	18054	Promoter (<=1kb)	9	97586554	97587055	502	1	ENST00000437846.1	0	RP11-49O14.3	ENSG00000230815.1
chr1	146555500	146557499	2142	Promoter (<=1kb)	1	146553887	146555127	1241	2	ENST00000438469.2	-374	RP11-325P15.2	ENSG00000230832.3
chr2	113383730	113386399	5232	Promoter (3-4kb)	2	113379386	113379744	359	2	ENST00000443291.1	-3987	AC079922.2	ENSG00000231747.1
chr2	38318030	38321599	4241	Promoter (4-5kb)	2	38325722	38358718	32997	1	ENST00000427168.2	-4123	CYP1B1-AS1	ENSG00000232973.7
chr2	38345980	38349649	4246	Promoter (<=1kb)	2	38346040	38358709	12670	1	ENST00000609128.1	0	CYP1B1-AS1	ENSG00000232973.7
chr13	49140880	49148529	25040	Promoter (<=1kb)	13	49144775	49147453	2679	2	ENST00000452288.1	0	LINC01077	ENSG00000233456.1
chr2	42158700	42161799	4310	Promoter (<=1kb)	2	42158739	42160605	1867	2	ENST00000427054.1	0	AC104654.2	ENSG00000234362.1
chr20	10588950	10592629	33723	Promoter (2-3kb)	20	10594084	10594842	759	2	ENST00000261752.5	2213	RP5-1099D15.1	ENSG00000235036.3
chr20	39956880	39960299	34134	Promoter (<=1kb)	20	39959763	39960300	538	1	ENST00000438914.1	0	RP3-450M14.1	ENSG00000235102.1
chr15	71093850	71095899	27375	Promoter (<=1kb)	15	71088936	71095023	6088	2	ENST00000470368.1	0	RPL29P30	ENSG00000235420.6
chr15	71086130	71088349	27374	Promoter (1-2kb)	15	71088970	71089438	469	2	ENST00000484381.1	1089	RPL29P30	ENSG00000235420.6
chr1	95419030	95422449	1820	Promoter (4-5kb)	1	95426881	95428826	1946	1	ENST00000456582.1	-4432	RP4-639F20.1	ENSG00000235501.1
chr1	33453680	33455779	899	Promoter (1-2kb)	1	33452676	33498070	45395	1	ENST00000427524.1	1005	RP1-117O3.2	ENSG00000236065.2
chr7	47661100	47663899	14864	Promoter (<=1kb)	7	47661537	47669491	7955	1	ENST00000429010.1	0	AC095067.1	ENSG00000236078.1
chr13	30889700	30894899	24743	Promoter (<=1kb)	13	30890497	30894040	3544	2	ENST00000412722.1	0	LINC00427	ENSG00000236463.1
chr10	44400300	44403199	19574	Promoter (4-5kb)	10	44396813	44407774	10962	2	ENST00000438454.1	4575	RP11-168P8.5	ENSG00000236769.1
chr1	95317750	95322179	1815	Promoter (<=1kb)	1	95302304	95320982	18679	2	ENST00000422162.1	0	RP11-465K1.2	ENSG00000237416.2
chr10	31983600	31992679	19450	Promoter (3-4kb)	10	31982012	31996316	14305	2	ENST00000433770.1	3637	RP11-472N13.3	ENSG00000237797.1
chr6	40686700	40688829	13000	Promoter (3-4kb)	6	40681150	40683102	1953	2	ENST00000438818.1	-3599	RP11-570K4.1	ENSG00000237947.1
chr2	178215100	178217199	5688	Promoter (4-5kb)	2	178210586	178210689	104	2	ENST00000459157.1	-4412	snoU13	ENSG00000238295.1
chr7	4732900	4735629	14375	Promoter (3-4kb)	7	4729111	4729214	104	1	ENST00000459143.1	3790	snoU13	ENSG00000238781.1
chr6	4646700	4649179	12239	Promoter (2-3kb)	6	4643996	4644088	93	1	ENST00000459550.1	2705	snoU13	ENSG00000238801.1
chr3	15358150	15362929	6651	Promoter (<=1kb)	3	15358127	15358229	103	1	ENST00000458917.1	24	snoU13	ENSG00000238891.1
chr3	15355130	15357999	6650	Promoter (<=1kb)	3	15358127	15358229	103	1	ENST00000458917.1	-128	snoU13	ENSG00000238891.1
chr22	32346280	32348699	35390	Promoter (<=1kb)	22	32349391	32349493	103	1	ENST00000459049.1	-692	snoU13	ENSG00000238910.1
chr14	21081380	21083499	25482	Promoter (1-2kb)	14	21084803	21085150	348	2	ENST00000496941.1	1651	RP11-14J7.1	ENSG00000239327.1
chr1	19751800	19757629	495	Promoter (<=1kb)	1	19750878	19751163	286	1	ENST00000481521.2	923	RN7SL277P	ENSG00000240490.2
chr3	148672880	148675429	8267	Promoter (2-3kb)	3	148568720	148677899	109180	2	ENST00000488190.1	2470	RP11-680B3.2	ENSG00000240521.1
chr3	99218480	99220529	7677	Promoter (<=1kb)	3	99219191	99224352	5162	1	ENST00000471993.1	0	RP11-779P15.1	ENSG00000243296.1
chr3	112885150	112887249	7803	Promoter (<=1kb)	3	112861197	112886666	25470	2	ENST00000490139.1	0	RP11-572M11.3	ENSG00000243795.1
chr8	103936200	103939679	16951	Promoter (<=1kb)	8	103935599	103936483	885	2	ENST00000463742.1	0	RPL5P24	ENSG00000244052.1
chr11	118757180	118762149	22554	Promoter (<=1kb)	11	118756550	118758451	1902	2	ENST00000498872.2	0	RP11-158I9.5	ENSG00000245869.2
chr8	57471880	57473979	16593	Promoter (<=1kb)	8	57408805	57472145	63341	2	ENST00000519144.1	0	LINC00968	ENSG00000246430.2
chr15	95835150	95837149	27886	Promoter (2-3kb)	15	95819690	95832714	13025	2	ENST00000555332.1	-2437	CTD-2536I1.1	ENSG00000248441.2
chr1	67140630	67144229	1549	Promoter (<=1kb)	1	67131547	67142710	11164	2	ENST00000502413.2	0	AL139147.1	ENSG00000248458.2
chr17	48281500	48284299	30483	Promoter (2-3kb)	17	48286333	48291820	5488	1	ENST00000509943.1	-2034	RP11-893F2.5	ENSG00000249406.1
chr5	66942930	66946029	10760	Promoter (<=1kb)	5	66928094	66942617	14524	2	ENST00000507298.1	-314	RP11-83M16.5	ENSG00000249736.1
chr8	128864600	128868229	17149	Promoter (<=1kb)	8	128866974	128902987	36014	1	ENST00000521122.1	0	PVT1	ENSG00000249859.3
chr5	169740630	169742999	11901	Promoter (<=1kb)	5	169735705	169739720	4016	2	ENST00000511921.1	-911	CTB-114C7.4	ENSG00000250274.1
chr4	124425430	124428279	9758	Promoter (<=1kb)	4	124426434	124448680	22247	1	ENST00000508291.1	0	RP11-381N20.1	ENSG00000251526.1
chr8	124599600	124604979	17073	Promoter (<=1kb)	8	124600999	124601286	288	1	ENST00000516031.1	0	RN7SKP155	ENSG00000251840.1
chr2	69404130	69406199	4718	Promoter (2-3kb)	2	69409029	69409135	107	2	ENST00000516041.1	2936	RNA5SP96	ENSG00000251850.1
chr10	17714830	17716899	19265	Promoter (4-5kb)	10	17721187	17721296	110	1	ENST00000516150.1	-4288	snoR442	ENSG00000251959.1
chr10	104548200	104563829	20418	Promoter (<=1kb)	10	104563686	104563788	103	1	ENST00000517185.1	0	RNU6-1231P	ENSG00000252994.1
chr5	40913950	40916279	10554	Promoter (2-3kb)	5	40911169	40911230	62	2	ENST00000517289.1	-2721	RNU7-161P	ENSG00000253098.1
chr5	172899450	172902129	12014	Promoter (2-3kb)	5	172896685	172911587	14903	1	ENST00000518605.1	2766	CTB-164N12.1	ENSG00000253141.1
chr8	29386780	29388829	16351	Promoter (1-2kb)	8	29384829	29387840	3012	1	ENST00000521101.1	1952	RP11-486M23.1	ENSG00000253632.1
chr8	81032800	81035649	16719	Promoter (<=1kb)	8	81035087	81039905	4819	1	ENST00000522494.1	0	RP11-92K15.1	ENSG00000254205.1
chr8	99393480	99396429	16881	Promoter (4-5kb)	8	99383583	99400475	16893	2	ENST00000518704.1	4046	KB-1458E12.1	ENSG00000254267.1
chr8	38560900	38562899	16440	Promoter (<=1kb)	8	38558144	38562373	4230	2	ENST00000521511.1	0	RP11-495O10.1	ENSG00000254321.1
chr8	101505600	101508399	16899	Promoter (<=1kb)	8	101504756	101505941	1186	1	ENST00000523784.1	845	KB-1615E4.3	ENSG00000254364.1
chr11	69865300	69867429	21972	Promoter (<=1kb)	11	69860964	69867165	6202	2	ENST00000528507.1	0	RP11-626H12.2	ENSG00000254605.1
chr11	112654300	112658999	22433	Promoter (<=1kb)	11	112658027	112666577	8551	1	ENST00000524772.1	0	RP11-27G22.1	ENSG00000254626.1
chr11	59304080	59306179	21590	Promoter (4-5kb)	11	59299227	59300168	942	1	ENST00000534196.1	4854	OR4D7P	ENSG00000254770.1
chr12	76370650	76373279	23844	Promoter (4-5kb)	12	75956982	76377795	420814	2	ENST00000552856.1	4516	RP11-114H23.1	ENSG00000258077.2
chr14	75082080	75089299	26147	Promoter (<=1kb)	14	75081396	75083315	1920	2	ENST00000556652.1	0	CTD-2207P18.2	ENSG00000258976.1
chr15	67437400	67444549	27281	Promoter (<=1kb)	15	67435072	67439277	4206	2	ENST00000558463.1	0	RP11-342M21.2	ENSG00000259202.1
chr16	19126650	19132299	28374	Promoter (<=1kb)	16	19131298	19132951	1654	2	ENST00000567236.1	652	RP11-626G11.3	ENSG00000261759.1
chr6	30714550	30722099	12690	Promoter (<=1kb)	6	30718815	30719062	248	1	ENST00000579902.1	0	RN7SL353P	ENSG00000263608.1
chr6	35629730	35631829	12904	Promoter (<=1kb)	6	35632494	35632566	73	2	ENST00000583739.1	737	MIR5690	ENSG00000265527.1
chr13	110745630	110750649	25341	Promoter (<=1kb)	13	110750200	110750498	299	2	ENST00000577950.1	0	RN7SL783P	ENSG00000265885.1
chr4	86645650	86648899	9480	Promoter (2-3kb)	4	86643621	86643686	66	1	ENST00000580577.1	2030	MIR4451	ENSG00000266421.1
chr18	20838480	20841329	31514	Promoter (<=1kb)	18	20837128	20840318	3191	2	ENST00000585184.1	0	RP11-17J14.2	ENSG00000266495.1
chr15	26093750	26097029	26700	Promoter (<=1kb)	15	26093894	26093972	79	2	ENST00000584117.1	0	MIR4715	ENSG00000266517.1
chr1	87594550	87599599	1688	Promoter (<=1kb)	1	87595448	87634188	38741	1	ENST00000469312.2	0	RP5-1052I5.1	ENSG00000267272.1
chr18	13498950	13504499	31450	Promoter (<=1kb)	18	13500640	13501288	649	2	ENST00000589045.1	0	RP11-53B2.5	ENSG00000267366.1
chr15	71125850	71129349	27377	Promoter (2-3kb)	15	71121469	71123745	2277	2	ENST00000592096.1	-2106	RP11-138H8.7	ENSG00000267539.1
chr18	53804730	53807649	31792	Promoter (<=1kb)	18	53750587	53804767	54181	2	ENST00000591974.1	0	RP11-456O19.4	ENSG00000267712.1
chr18	46350400	46358499	31719	Promoter (2-3kb)	18	46352422	46361141	8720	2	ENST00000590649.1	2642	RP11-484L8.1	ENSG00000267764.1
chr19	57682930	57684949	33493	Promoter (1-2kb)	19	57686601	57689289	2689	1	ENST00000594883.1	-1652	CTC-360J11.4	ENSG00000268379.1
chr17	38458980	38460999	30160	Promoter (<=1kb)	17	38459457	38460909	1453	1	ENST00000602403.1	0	CTD-2267D19.6	ENSG00000270145.1
chr6	27485830	27487979	12619	Promoter (2-3kb)	6	27482818	27483053	236	2	ENST00000603933.1	-2778	XXbac-BPGBPG34I8.1	ENSG00000270666.1
chr16	73096450	73107049	29038	Promoter (2-3kb)	16	73094369	73096215	1847	1	ENST00000604855.2	2082	RP11-346C20.3	ENSG00000271009.2
chr12	89765700	89769549	23880	Promoter (<=1kb)	12	89765597	89766136	540	1	ENST00000605051.1	104	RP11-1109F11.5	ENSG00000271259.1
chr13	40794430	40797179	24885	Promoter (1-2kb)	13	40798762	40798999	238	2	ENST00000605218.1	1820	RPL17P51	ENSG00000271429.1
chr1	203370430	203379079	2987	Promoter (<=1kb)	1	203369394	203369709	316	2	ENST00000605576.1	-722	RP11-435P24.3	ENSG00000271588.1
chr1	145022380	145024379	2109	Promoter (3-4kb)	1	145018395	145018959	565	1	ENST00000610119.1	3986	RP11-326G21.1	ENSG00000272755.1
chr7	130623550	130627449	15578	Promoter (2-3kb)	7	130621223	130624420	3198	1	ENST00000608412.1	2328	RP11-138A9.2	ENSG00000273319.1
