Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name	Description	Transcript Biotype	Ensembl Gene ID
19	12902310	12904124	JUNB	jun B proto-oncogene [Source:HGNC Symbol;Acc:6205]	protein_coding	ENSG00000171223
10	71390007	71393352	C10orf35	chromosome 10 open reading frame 35 [Source:HGNC Symbol;Acc:23519]	protein_coding	ENSG00000171224
2	120187477	120196096	TMEM37	transmembrane protein 37 [Source:HGNC Symbol;Acc:18216]	protein_coding	ENSG00000171227
4	69917081	69978705	UGT2B7	UDP glucuronosyltransferase 2 family, polypeptide B7 [Source:HGNC Symbol;Acc:12554]	protein_coding	ENSG00000171234
19	4536421	4540486	LRG1	leucine-rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:29480]	protein_coding	ENSG00000171236
16	46614466	46655538	SHCBP1	SHC SH2-domain binding protein 1 [Source:HGNC Symbol;Acc:29547]	protein_coding	ENSG00000171241
7	16501106	16570205	SOSTDC1	sclerostin domain containing 1 [Source:HGNC Symbol;Acc:21748]	protein_coding	ENSG00000171243
17	78440948	78451643	NPTX1	neuronal pentraxin I [Source:HGNC Symbol;Acc:7952]	protein_coding	ENSG00000171246
15	38746328	38779911	FAM98B	family with sequence similarity 98, member B [Source:HGNC Symbol;Acc:26773]	protein_coding	ENSG00000171262
17	79373540	79433357	RP11-1055B8.7	BAH and coiled-coil domain-containing protein 1  [Source:RefSeq peptide;Acc:NP_001073988]	protein_coding	ENSG00000171282
19	11959541	11994565	ZNF439	zinc finger protein 439 [Source:HGNC Symbol;Acc:20873]	protein_coding	ENSG00000171291
19	11925099	11946016	ZNF440	zinc finger protein 440 [Source:HGNC Symbol;Acc:20874]	protein_coding	ENSG00000171295
17	78075355	78093678	GAA	glucosidase, alpha; acid [Source:HGNC Symbol;Acc:4065]	protein_coding	ENSG00000171298
17	76987799	77005949	CANT1	calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:19721]	protein_coding	ENSG00000171302
2	26915619	26956288	KCNK3	potassium channel, subfamily K, member 3 [Source:HGNC Symbol;Acc:6278]	protein_coding	ENSG00000171303
10	99205927	99217127	ZDHHC16	zinc finger, DHHC-type containing 16 [Source:HGNC Symbol;Acc:20714]	protein_coding	ENSG00000171307
12	104849073	105155792	CHST11	carbohydrate (chondroitin 4) sulfotransferase 11 [Source:HGNC Symbol;Acc:17422]	protein_coding	ENSG00000171310
10	99195899	99205774	EXOSC1	exosome component 1 [Source:HGNC Symbol;Acc:17286]	protein_coding	ENSG00000171311
10	99185917	99193198	PGAM1	phosphoglycerate mutase 1 (brain) [Source:HGNC Symbol;Acc:8888]	protein_coding	ENSG00000171314
8	61591337	61779465	CHD7	chromodomain helicase DNA binding protein 7 [Source:HGNC Symbol;Acc:20626]	protein_coding	ENSG00000171316
8	27629466	27670157	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:27230]	protein_coding	ENSG00000171320
17	39679869	39684560	KRT19	keratin 19 [Source:HGNC Symbol;Acc:6436]	protein_coding	ENSG00000171345
17	39669995	39678781	KRT15	keratin 15 [Source:HGNC Symbol;Acc:6421]	protein_coding	ENSG00000171346
1	46669006	46686933	LURAP1	leucine rich adaptor protein 1 [Source:HGNC Symbol;Acc:32327]	protein_coding	ENSG00000171357
17	39592698	39597173	KRT38	keratin 38 [Source:HGNC Symbol;Acc:6456]	protein_coding	ENSG00000171360
X	49687225	49863892	CLCN5	chloride channel, voltage-sensitive 5 [Source:HGNC Symbol;Acc:2023]	protein_coding	ENSG00000171365
5	660883	693510	TPPP	tubulin polymerization promoting protein [Source:HGNC Symbol;Acc:24164]	protein_coding	ENSG00000171368
1	112313284	112531777	KCND3	potassium voltage-gated channel, Shal-related subfamily, member 3 [Source:HGNC Symbol;Acc:6239]	protein_coding	ENSG00000171385
X	128779240	128788933	APLN	apelin [Source:HGNC Symbol;Acc:16665]	protein_coding	ENSG00000171388
17	39315910	39316983	KRTAP4-4	keratin associated protein 4-4 [Source:HGNC Symbol;Acc:16928]	protein_coding	ENSG00000171396
17	39657233	39661957	KRT13	keratin 13 [Source:HGNC Symbol;Acc:6415]	protein_coding	ENSG00000171401
X	52891557	52897099	XAGE3	X antigen family, member 3 [Source:HGNC Symbol;Acc:14618]	protein_coding	ENSG00000171402
17	39722096	39728310	KRT9	keratin 9 [Source:HGNC Symbol;Acc:6447]	protein_coding	ENSG00000171403
X	52841228	52847325	XAGE5	X antigen family, member 5 [Source:HGNC Symbol;Acc:30930]	protein_coding	ENSG00000171405
6	136172834	136516712	PDE7B	phosphodiesterase 7B [Source:HGNC Symbol;Acc:8792]	protein_coding	ENSG00000171408
5	1798500	1801480	MRPL36	mitochondrial ribosomal protein L36 [Source:HGNC Symbol;Acc:14490]	protein_coding	ENSG00000171421
19	56146825	56156988	ZNF581	zinc finger protein 581 [Source:HGNC Symbol;Acc:25017]	protein_coding	ENSG00000171425
8	18027986	18081198	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase) [Source:HGNC Symbol;Acc:7645]	protein_coding	ENSG00000171428
17	39032193	39041479	KRT20	keratin 20 [Source:HGNC Symbol;Acc:20412]	protein_coding	ENSG00000171431
X	48620154	48632064	GLOD5	glyoxalase domain containing 5 [Source:HGNC Symbol;Acc:33358]	protein_coding	ENSG00000171433
12	117890817	118406788	KSR2	kinase suppressor of ras 2 [Source:HGNC Symbol;Acc:18610]	protein_coding	ENSG00000171435
19	56111388	56114504	ZNF524	zinc finger protein 524 [Source:HGNC Symbol;Acc:28322]	protein_coding	ENSG00000171443
5	112357796	112824527	MCC	mutated in colorectal cancers [Source:HGNC Symbol;Acc:6935]	protein_coding	ENSG00000171444
17	38933060	38938786	KRT27	keratin 27 [Source:HGNC Symbol;Acc:30841]	protein_coding	ENSG00000171446
9	125677845	125693779	ZBTB26	zinc finger and BTB domain containing 26 [Source:HGNC Symbol;Acc:23383]	protein_coding	ENSG00000171448
2	219824377	219826876	CDK5R2	cyclin-dependent kinase 5, regulatory subunit 2 (p39) [Source:HGNC Symbol;Acc:1776]	protein_coding	ENSG00000171450
18	65173819	65184217	DSEL	dermatan sulfate epimerase-like [Source:HGNC Symbol;Acc:18144]	protein_coding	ENSG00000171451
6	43477440	43497323	POLR1C	polymerase (RNA) I polypeptide C, 30kDa [Source:HGNC Symbol;Acc:20194]	protein_coding	ENSG00000171453
20	30946155	31027122	ASXL1	additional sex combs like 1 (Drosophila) [Source:HGNC Symbol;Acc:18318]	protein_coding	ENSG00000171456
9	125512019	125513062	OR1L6	olfactory receptor, family 1, subfamily L, member 6 [Source:HGNC Symbol;Acc:8218]	protein_coding	ENSG00000171459
6	43418090	43424370	DLK2	delta-like 2 homolog (Drosophila) [Source:HGNC Symbol;Acc:21113]	protein_coding	ENSG00000171462
19	9759330	9785776	ZNF562	zinc finger protein 562 [Source:HGNC Symbol;Acc:25950]	protein_coding	ENSG00000171466
6	43274872	43337216	ZNF318	zinc finger protein 318 [Source:HGNC Symbol;Acc:13578]	protein_coding	ENSG00000171467
19	9715356	9732075	ZNF561	zinc finger protein 561 [Source:HGNC Symbol;Acc:28684]	protein_coding	ENSG00000171469
12	116997186	117014425	MAP1LC3B2	microtubule-associated protein 1 light chain 3 beta 2 [Source:HGNC Symbol;Acc:34390]	protein_coding	ENSG00000171471
17	38375556	38440388	WIPF2	WAS/WASL interacting protein family, member 2 [Source:HGNC Symbol;Acc:30923]	protein_coding	ENSG00000171475
4	57514155	57548065	HOPX	HOP homeobox [Source:HGNC Symbol;Acc:24961]	protein_coding	ENSG00000171476
X	47990039	47991995	SPACA5B	sperm acrosome associated 5B [Source:HGNC Symbol;Acc:19142]	protein_coding	ENSG00000171478
9	125437315	125438432	OR1L3	olfactory receptor, family 1, subfamily L, member 3 [Source:HGNC Symbol;Acc:8215]	protein_coding	ENSG00000171481
9	125390858	125391852	OR1B1	olfactory receptor, family 1, subfamily B, member 1 [Source:HGNC Symbol;Acc:8181]	protein_coding	ENSG00000171484
19	56511092	56573179	NLRP5	NLR family, pyrin domain containing 5 [Source:HGNC Symbol;Acc:21269]	protein_coding	ENSG00000171487
1	90098631	90235462	LRRC8C	leucine rich repeat containing 8 family, member C [Source:HGNC Symbol;Acc:25075]	protein_coding	ENSG00000171488
X	47863734	47869126	SPACA5	sperm acrosome associated 5 [Source:HGNC Symbol;Acc:31353]	protein_coding	ENSG00000171489
16	11929056	11945442	RSL1D1	ribosomal L1 domain containing 1 [Source:HGNC Symbol;Acc:24534]	protein_coding	ENSG00000171490
1	90286573	90402170	LRRC8D	leucine rich repeat containing 8 family, member D [Source:HGNC Symbol;Acc:16992]	protein_coding	ENSG00000171492
5	40998119	41071444	MROH2B	maestro heat-like repeat family member 2B [Source:HGNC Symbol;Acc:26857]	protein_coding	ENSG00000171495
9	125329778	125330838	OR1L8	olfactory receptor, family 1, subfamily L, member 8 [Source:HGNC Symbol;Acc:15110]	protein_coding	ENSG00000171496
4	159630286	159644548	PPID	peptidylprolyl isomerase D [Source:HGNC Symbol;Acc:9257]	protein_coding	ENSG00000171497
9	125315391	125316493	OR1N2	olfactory receptor, family 1, subfamily N, member 2 [Source:HGNC Symbol;Acc:15111]	protein_coding	ENSG00000171501
1	86194916	86622626	COL24A1	collagen, type XXIV, alpha 1 [Source:HGNC Symbol;Acc:20821]	protein_coding	ENSG00000171502
4	159593277	159630775	ETFDH	electron-transferring-flavoprotein dehydrogenase [Source:HGNC Symbol;Acc:3483]	protein_coding	ENSG00000171503
9	125288637	125289572	OR1N1	olfactory receptor, family 1, subfamily N, member 1 [Source:HGNC Symbol;Acc:8221]	protein_coding	ENSG00000171505
4	159236463	159574524	RXFP1	relaxin/insulin-like family peptide receptor 1 [Source:HGNC Symbol;Acc:19718]	protein_coding	ENSG00000171509
1	85277285	85358896	LPAR3	lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:14298]	protein_coding	ENSG00000171517
5	40679600	40693837	PTGER4	prostaglandin E receptor 4 (subtype EP4) [Source:HGNC Symbol;Acc:9596]	protein_coding	ENSG00000171522
5	76986991	77164604	TBCA	tubulin folding cofactor A [Source:HGNC Symbol;Acc:11579]	protein_coding	ENSG00000171530
17	37759789	37766030	NEUROD2	neuronal differentiation 2 [Source:HGNC Symbol;Acc:7763]	protein_coding	ENSG00000171532
11	75297963	75380165	MAP6	microtubule-associated protein 6 [Source:HGNC Symbol;Acc:6868]	protein_coding	ENSG00000171533
5	76924538	76935513	OTP	orthopedia homeobox [Source:HGNC Symbol;Acc:8518]	protein_coding	ENSG00000171540
2	233344537	233352538	ECEL1	endothelin converting enzyme-like 1 [Source:HGNC Symbol;Acc:3147]	protein_coding	ENSG00000171551
20	30252255	30311792	BCL2L1	BCL2-like 1 [Source:HGNC Symbol;Acc:992]	protein_coding	ENSG00000171552
4	155525286	155534119	FGG	fibrinogen gamma chain [Source:HGNC Symbol;Acc:3694]	protein_coding	ENSG00000171557
4	155504278	155511918	FGA	fibrinogen alpha chain [Source:HGNC Symbol;Acc:3661]	protein_coding	ENSG00000171560
11	74799758	74800799	OR2AT4	olfactory receptor, family 2, subfamily AT, member 4 [Source:HGNC Symbol;Acc:19620]	protein_coding	ENSG00000171561
4	155484108	155492238	FGB	fibrinogen beta chain [Source:HGNC Symbol;Acc:3662]	protein_coding	ENSG00000171564
4	155456158	155471587	PLRG1	pleiotropic regulator 1 [Source:HGNC Symbol;Acc:9089]	protein_coding	ENSG00000171566
19	41284147	41314103	RAB4B-EGLN2	RAB4B-EGLN2 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:44465]	nonsense_mediated_decay	ENSG00000171570
19	58912871	58929694	ZNF584	zinc finger protein 584 [Source:HGNC Symbol;Acc:27318]	protein_coding	ENSG00000171574
21	41382926	42219065	DSCAM	Down syndrome cell adhesion molecule [Source:HGNC Symbol;Acc:3039]	protein_coding	ENSG00000171587
17	72270386	72311023	DNAI2	dynein, axonemal, intermediate chain 2 [Source:HGNC Symbol;Acc:18744]	protein_coding	ENSG00000171595
2	232387871	232395206	NMUR1	neuromedin U receptor 1 [Source:HGNC Symbol;Acc:4518]	protein_coding	ENSG00000171596
1	9789084	9884584	CLSTN1	calsyntenin 1 [Source:HGNC Symbol;Acc:17447]	protein_coding	ENSG00000171603
5	139026884	139063467	CXXC5	CXXC finger protein 5 [Source:HGNC Symbol;Acc:26943]	protein_coding	ENSG00000171604
19	58694396	58724928	ZNF274	zinc finger protein 274 [Source:HGNC Symbol;Acc:13068]	protein_coding	ENSG00000171606
1	9711790	9789172	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta [Source:HGNC Symbol;Acc:8977]	protein_coding	ENSG00000171608
6	42883727	42893573	PTCRA	pre T-cell antigen receptor alpha [Source:HGNC Symbol;Acc:21290]	protein_coding	ENSG00000171611
1	9599541	9645237	SLC25A33	solute carrier family 25 (pyrimidine nucleotide carrier), member 33 [Source:HGNC Symbol;Acc:29681]	protein_coding	ENSG00000171612
5	73923234	73937249	ENC1	ectodermal-neural cortex 1 (with BTB domain) [Source:HGNC Symbol;Acc:3345]	protein_coding	ENSG00000171617
1	9352939	9429591	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:30628]	protein_coding	ENSG00000171621
11	72975550	73009662	P2RY6	pyrimidinergic receptor P2Y, G-protein coupled, 6 [Source:HGNC Symbol;Acc:8543]	protein_coding	ENSG00000171631
17	65821640	65980494	BPTF	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:3581]	protein_coding	ENSG00000171634
5	76145826	76217475	S100Z	S100 calcium binding protein Z [Source:HGNC Symbol;Acc:30367]	protein_coding	ENSG00000171643
19	58089824	58105145	ZIK1	zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:33104]	protein_coding	ENSG00000171649
X	41583408	41589388	GPR82	G protein-coupled receptor 82 [Source:HGNC Symbol;Acc:4533]	protein_coding	ENSG00000171657
X	41548226	41556526	GPR34	G protein-coupled receptor 34 [Source:HGNC Symbol;Acc:4490]	protein_coding	ENSG00000171659
1	6526152	6580121	PLEKHG5	pleckstrin homology domain containing, family G (with RhoGef domain) member 5 [Source:HGNC Symbol;Acc:29105]	protein_coding	ENSG00000171680
12	14518610	14651697	ATF7IP	activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:20092]	protein_coding	ENSG00000171681
20	62714733	62715712	C20orf201	chromosome 20 open reading frame 201 [Source:HGNC Symbol;Acc:33718]	protein_coding	ENSG00000171695
20	62704534	62711323	RGS19	regulator of G-protein signaling 19 [Source:HGNC Symbol;Acc:13735]	protein_coding	ENSG00000171700
20	62681189	62703700	TCEA2	transcription elongation factor A (SII), 2 [Source:HGNC Symbol;Acc:11614]	protein_coding	ENSG00000171703
8	7752151	7754233	DEFB4A	defensin, beta 4A [Source:HGNC Symbol;Acc:2767]	protein_coding	ENSG00000171711
11	22214722	22304903	ANO5	anoctamin 5 [Source:HGNC Symbol;Acc:27337]	protein_coding	ENSG00000171714
5	141000443	141016437	HDAC3	histone deacetylase 3 [Source:HGNC Symbol;Acc:4854]	protein_coding	ENSG00000171720
1	162342993	162346660	C1orf111	chromosome 1 open reading frame 111 [Source:HGNC Symbol;Acc:27648]	protein_coding	ENSG00000171722
14	66974125	67648520	GPHN	gephyrin [Source:HGNC Symbol;Acc:15465]	protein_coding	ENSG00000171723
16	77822427	78014004	VAT1L	vesicle amine transport 1-like [Source:HGNC Symbol;Acc:29315]	protein_coding	ENSG00000171724
1	15479028	15546976	TMEM51	transmembrane protein 51 [Source:HGNC Symbol;Acc:25488]	protein_coding	ENSG00000171729
1	6845384	7829766	CAMTA1	calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:18806]	protein_coding	ENSG00000171735
19	39292311	39304004	LGALS4	lectin, galactoside-binding, soluble, 4 [Source:HGNC Symbol;Acc:6565]	protein_coding	ENSG00000171747
3	169511216	169530774	LRRC34	leucine rich repeat containing 34 [Source:HGNC Symbol;Acc:28408]	protein_coding	ENSG00000171757
12	103230663	103352188	PAH	phenylalanine hydroxylase [Source:HGNC Symbol;Acc:8582]	protein_coding	ENSG00000171759
15	45694529	45713617	SPATA5L1	spermatogenesis associated 5-like 1 [Source:HGNC Symbol;Acc:28762]	protein_coding	ENSG00000171763
15	45653322	45694525	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:HGNC Symbol;Acc:4175]	protein_coding	ENSG00000171766
10	135367404	135382876	SYCE1	synaptonemal complex central element protein 1 [Source:HGNC Symbol;Acc:28852]	protein_coding	ENSG00000171772
19	17566234	17571763	NXNL1	nucleoredoxin-like 1 [Source:HGNC Symbol;Acc:25179]	protein_coding	ENSG00000171773
19	38899695	38916945	RASGRP4	RAS guanyl releasing protein 4 [Source:HGNC Symbol;Acc:18958]	protein_coding	ENSG00000171777
1	160336857	160342638	NHLH1	nescient helix loop helix 1 [Source:HGNC Symbol;Acc:7817]	protein_coding	ENSG00000171786
1	41481269	41488909	SLFNL1	schlafen-like 1 [Source:HGNC Symbol;Acc:26313]	protein_coding	ENSG00000171790
18	60790579	60987361	BCL2	B-cell CLL/lymphoma 2 [Source:HGNC Symbol;Acc:990]	protein_coding	ENSG00000171791
12	2985424	2998626	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:HGNC Symbol;Acc:28206]	protein_coding	ENSG00000171792
1	41445007	41478235	CTPS1	CTP synthase 1 [Source:HGNC Symbol;Acc:2519]	protein_coding	ENSG00000171793
10	135043778	135045062	UTF1	undifferentiated embryonic cell transcription factor 1 [Source:HGNC Symbol;Acc:12634]	protein_coding	ENSG00000171794
10	134973951	135039916	KNDC1	kinase non-catalytic C-lobe domain (KIND) containing 1 [Source:HGNC Symbol;Acc:29374]	protein_coding	ENSG00000171798
19	38375463	38397317	WDR87	WD repeat domain 87 [Source:HGNC Symbol;Acc:29934]	protein_coding	ENSG00000171804
1	169761670	169764107	METTL18	methyltransferase like 18 [Source:HGNC Symbol;Acc:28793]	protein_coding	ENSG00000171806
10	134621896	134756327	TTC40	tetratricopeptide repeat domain 40 [Source:HGNC Symbol;Acc:25247]	protein_coding	ENSG00000171811
1	36560837	36590821	COL8A2	collagen, type VIII, alpha 2 [Source:HGNC Symbol;Acc:2216]	protein_coding	ENSG00000171812
10	134210672	134231367	PWWP2B	PWWP domain containing 2B [Source:HGNC Symbol;Acc:25150]	protein_coding	ENSG00000171813
5	140430979	140433512	PCDHB1	protocadherin beta 1 [Source:HGNC Symbol;Acc:8680]	protein_coding	ENSG00000171815
19	38042308	38104998	ZNF540	zinc finger protein 540 [Source:HGNC Symbol;Acc:25331]	protein_coding	ENSG00000171817
1	11249398	11256038	ANGPTL7	angiopoietin-like 7 [Source:HGNC Symbol;Acc:24078]	protein_coding	ENSG00000171819
12	1675159	1703331	FBXL14	F-box and leucine-rich repeat protein 14 [Source:HGNC Symbol;Acc:28624]	protein_coding	ENSG00000171823
1	11126675	11159938	EXOSC10	exosome component 10 [Source:HGNC Symbol;Acc:9138]	protein_coding	ENSG00000171824
19	37958487	37976260	ZNF570	zinc finger protein 570 [Source:HGNC Symbol;Acc:26416]	protein_coding	ENSG00000171827
12	673462	772945	NINJ2	ninjurin 2 [Source:HGNC Symbol;Acc:7825]	protein_coding	ENSG00000171840
9	20341663	20622542	MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 [Source:HGNC Symbol;Acc:7136]	protein_coding	ENSG00000171843
12	8373856	8380214	FAM90A1	family with sequence similarity 90, member A1 [Source:HGNC Symbol;Acc:25526]	protein_coding	ENSG00000171847
2	10262455	10271545	RRM2	ribonucleotide reductase M2 [Source:HGNC Symbol;Acc:10452]	protein_coding	ENSG00000171848
2	3383446	3488865	TRAPPC12	trafficking protein particle complex 12 [Source:HGNC Symbol;Acc:24284]	protein_coding	ENSG00000171853
9	21077104	21077943	IFNB1	interferon, beta 1, fibroblast [Source:HGNC Symbol;Acc:5434]	protein_coding	ENSG00000171855
20	60962172	60963576	RPS21	ribosomal protein S21 [Source:HGNC Symbol;Acc:10409]	protein_coding	ENSG00000171858
12	8210898	8219067	C3AR1	complement component 3a receptor 1 [Source:HGNC Symbol;Acc:1319]	protein_coding	ENSG00000171860
17	685513	695749	RNMTL1	RNA methyltransferase like 1 [Source:HGNC Symbol;Acc:18485]	protein_coding	ENSG00000171861
10	89622870	89731687	PTEN	phosphatase and tensin homolog [Source:HGNC Symbol;Acc:9588]	protein_coding	ENSG00000171862
2	3622795	3628509	RPS7	ribosomal protein S7 [Source:HGNC Symbol;Acc:10440]	protein_coding	ENSG00000171863
20	4702556	4709106	PRND	prion protein 2 (dublet) [Source:HGNC Symbol;Acc:15748]	protein_coding	ENSG00000171864
2	3592383	3606206	RNASEH1	ribonuclease H1 [Source:HGNC Symbol;Acc:18466]	protein_coding	ENSG00000171865
20	4666882	4682236	PRNP	prion protein [Source:HGNC Symbol;Acc:9449]	protein_coding	ENSG00000171867
1	44584522	44600812	KLF17	Kruppel-like factor 17 [Source:HGNC Symbol;Acc:18830]	protein_coding	ENSG00000171872
20	4201329	4229721	ADRA1D	adrenoceptor alpha 1D [Source:HGNC Symbol;Acc:280]	protein_coding	ENSG00000171873
15	44162962	44487450	FRMD5	FERM domain containing 5 [Source:HGNC Symbol;Acc:28214]	protein_coding	ENSG00000171877
18	24432002	24445782	AQP4	aquaporin 4 [Source:HGNC Symbol;Acc:637]	protein_coding	ENSG00000171885
19	16023177	16045677	CYP4F11	cytochrome P450, family 4, subfamily F, polypeptide 11 [Source:HGNC Symbol;Acc:13265]	protein_coding	ENSG00000171903
15	62682725	63136830	TLN2	talin 2 [Source:HGNC Symbol;Acc:15447]	protein_coding	ENSG00000171914
17	18380051	18398259	LGALS9C	lectin, galactoside-binding, soluble, 9C [Source:HGNC Symbol;Acc:33874]	protein_coding	ENSG00000171916
17	18684308	18710027	TVP23B	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:20399]	protein_coding	ENSG00000171928
17	18647326	18682662	FBXW10	F-box and WD repeat domain containing 10 [Source:HGNC Symbol;Acc:1211]	protein_coding	ENSG00000171931
19	15852203	15853153	OR10H3	olfactory receptor, family 10, subfamily H, member 3 [Source:HGNC Symbol;Acc:8174]	protein_coding	ENSG00000171936
20	52183604	52226446	ZNF217	zinc finger protein 217 [Source:HGNC Symbol;Acc:13009]	protein_coding	ENSG00000171940
19	15838834	15839862	OR10H2	olfactory receptor, family 10, subfamily H, member 2 [Source:HGNC Symbol;Acc:8173]	protein_coding	ENSG00000171942
11	5152922	5153872	OR52A5	olfactory receptor, family 52, subfamily A, member 5 [Source:HGNC Symbol;Acc:19580]	protein_coding	ENSG00000171944
2	224461658	224467221	SCG2	secretogranin II [Source:HGNC Symbol;Acc:10575]	protein_coding	ENSG00000171951
17	17880723	17942523	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2 [Source:HGNC Symbol;Acc:18802]	protein_coding	ENSG00000171953
19	15619304	15663128	CYP4F22	cytochrome P450, family 4, subfamily F, polypeptide 22 [Source:HGNC Symbol;Acc:26820]	protein_coding	ENSG00000171954
15	60296421	60353929	FOXB1	forkhead box B1 [Source:HGNC Symbol;Acc:3799]	protein_coding	ENSG00000171956
1	43124096	43142429	PPIH	peptidylprolyl isomerase H (cyclophilin H) [Source:HGNC Symbol;Acc:14651]	protein_coding	ENSG00000171960
17	17876127	17920203	LRRC48	leucine rich repeat containing 48 [Source:HGNC Symbol;Acc:25384]	protein_coding	ENSG00000171962
19	2900896	2918474	ZNF57	zinc finger protein 57 [Source:HGNC Symbol;Acc:13125]	protein_coding	ENSG00000171970
20	5731039	5844558	C20orf196	chromosome 20 open reading frame 196 [Source:HGNC Symbol;Acc:26318]	protein_coding	ENSG00000171984
11	4592653	4599050	C11orf40	chromosome 11 open reading frame 40 [Source:HGNC Symbol;Acc:23986]	protein_coding	ENSG00000171987
10	64926981	65225722	JMJD1C	jumonji domain containing 1C [Source:HGNC Symbol;Acc:12313]	protein_coding	ENSG00000171988
15	59499042	59500705	LDHAL6B	lactate dehydrogenase A-like 6B [Source:HGNC Symbol;Acc:21481]	protein_coding	ENSG00000171989
5	149980642	150038782	SYNPO	synaptopodin [Source:HGNC Symbol;Acc:30672]	protein_coding	ENSG00000171992
19	2867333	2878515	ZNF556	zinc finger protein 556 [Source:HGNC Symbol;Acc:25669]	protein_coding	ENSG00000172000
2	95691422	95719737	MAL	mal, T-cell differentiation protein [Source:HGNC Symbol;Acc:6817]	protein_coding	ENSG00000172005
19	2819872	2835771	ZNF554	zinc finger protein 554 [Source:HGNC Symbol;Acc:26629]	protein_coding	ENSG00000172006
4	140374386	140397763	RAB33B	RAB33B, member RAS oncogene family [Source:HGNC Symbol;Acc:16075]	protein_coding	ENSG00000172007
19	2785458	2813599	THOP1	thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:11793]	protein_coding	ENSG00000172009
9	69381812	69425560	ANKRD20A4	ankyrin repeat domain 20 family, member A4 [Source:HGNC Symbol;Acc:31982]	protein_coding	ENSG00000172014
2	79384132	79386879	REG3A	regenerating islet-derived 3 alpha [Source:HGNC Symbol;Acc:8601]	protein_coding	ENSG00000172016
3	115342171	115440337	GAP43	growth associated protein 43 [Source:HGNC Symbol;Acc:4140]	protein_coding	ENSG00000172020
2	79312156	79315145	REG1B	regenerating islet-derived 1 beta [Source:HGNC Symbol;Acc:9952]	protein_coding	ENSG00000172023
1	92495539	92529093	EPHX4	epoxide hydrolase 4 [Source:HGNC Symbol;Acc:23758]	protein_coding	ENSG00000172031
3	49158547	49170551	LAMB2	laminin, beta 2 (laminin S) [Source:HGNC Symbol;Acc:6487]	protein_coding	ENSG00000172037
3	49145479	49158371	USP19	ubiquitin specific peptidase 19 [Source:HGNC Symbol;Acc:12617]	protein_coding	ENSG00000172046
3	49133365	49142553	QARS	glutaminyl-tRNA synthetase [Source:HGNC Symbol;Acc:9751]	protein_coding	ENSG00000172053
17	38077294	38083854	ORMDL3	ORM1-like 3 (S. cerevisiae) [Source:HGNC Symbol;Acc:16038]	protein_coding	ENSG00000172057
5	70196492	70214357	SERF1A	small EDRK-rich factor 1A (telomeric) [Source:HGNC Symbol;Acc:10755]	protein_coding	ENSG00000172058
2	10182976	10194963	KLF11	Kruppel-like factor 11 [Source:HGNC Symbol;Acc:11811]	protein_coding	ENSG00000172059
3	194075976	194090472	LRRC15	leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:20818]	protein_coding	ENSG00000172061
5	70220768	70249769	SMN1	survival of motor neuron 1, telomeric [Source:HGNC Symbol;Acc:11117]	protein_coding	ENSG00000172062
2	88856259	88927094	EIF2AK3	eukaryotic translation initiation factor 2-alpha kinase 3 [Source:HGNC Symbol;Acc:3255]	protein_coding	ENSG00000172071
2	88824169	88829102	TEX37	testis expressed 37 [Source:HGNC Symbol;Acc:26341]	protein_coding	ENSG00000172073
19	2071037	2096672	MOB3A	MOB kinase activator 3A [Source:HGNC Symbol;Acc:29802]	protein_coding	ENSG00000172081
2	88326724	88355248	KRCC1	lysine-rich coiled-coil 1 [Source:HGNC Symbol;Acc:28039]	protein_coding	ENSG00000172086
3	48334754	48343175	NME6	NME/NM23 nucleoside diphosphate kinase 6 [Source:HGNC Symbol;Acc:20567]	protein_coding	ENSG00000172113
7	25159710	25164980	CYCS	cytochrome c, somatic [Source:HGNC Symbol;Acc:19986]	protein_coding	ENSG00000172115
2	87042462	87089047	CD8B	CD8b molecule [Source:HGNC Symbol;Acc:1707]	protein_coding	ENSG00000172116
17	33738079	33760302	SLFN12	schlafen family member 12 [Source:HGNC Symbol;Acc:25500]	protein_coding	ENSG00000172123
