Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name	Description	Transcript Biotype	Ensembl Gene ID	Ensembl Transcript ID
8	42273993	42397069	SLC20A2	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]	nonsense_mediated_decay	ENSG00000168575	ENST00000524211
8	42273993	42397069	SLC20A2	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]	protein_coding	ENSG00000168575	ENST00000518717
8	42273993	42397069	SLC20A2	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]	protein_coding	ENSG00000168575	ENST00000517366
8	42273993	42397069	SLC20A2	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]	protein_coding	ENSG00000168575	ENST00000522707
8	42273993	42397069	SLC20A2	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]	protein_coding	ENSG00000168575	ENST00000518384
8	42273993	42397069	SLC20A2	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]	processed_transcript	ENSG00000168575	ENST00000524237
8	42273993	42397069	SLC20A2	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]	processed_transcript	ENSG00000168575	ENST00000523340
8	42273993	42397069	SLC20A2	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]	processed_transcript	ENSG00000168575	ENST00000519463
8	42273993	42397069	SLC20A2	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]	processed_transcript	ENSG00000168575	ENST00000521455
10	3976711	3978005	RP11-464C19.3		lincRNA	ENSG00000226005	ENST00000432452
3	15296360	15382875	SH3BP5	SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:10827]	protein_coding	ENSG00000131370	ENST00000383791
3	15296360	15382875	SH3BP5	SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:10827]	nonsense_mediated_decay	ENSG00000131370	ENST00000412806
3	15296360	15382875	SH3BP5	SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:10827]	protein_coding	ENSG00000131370	ENST00000426925
3	15296360	15382875	SH3BP5	SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:10827]	protein_coding	ENSG00000131370	ENST00000408919
3	15296360	15382875	SH3BP5	SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:10827]	protein_coding	ENSG00000131370	ENST00000366391
3	15296360	15382875	SH3BP5	SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:10827]	nonsense_mediated_decay	ENSG00000131370	ENST00000450625
3	15296360	15382875	SH3BP5	SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:10827]	protein_coding	ENSG00000131370	ENST00000417936
3	15296360	15382875	SH3BP5	SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:10827]	processed_transcript	ENSG00000131370	ENST00000465894
3	15296360	15382875	SH3BP5	SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:10827]	processed_transcript	ENSG00000131370	ENST00000459627
3	15296360	15382875	SH3BP5	SH3-domain binding protein 5 (BTK-associated) [Source:HGNC Symbol;Acc:10827]	protein_coding	ENSG00000131370	ENST00000253688
9	135600965	135754164	AK8	adenylate kinase 8 [Source:HGNC Symbol;Acc:26526]	protein_coding	ENSG00000165695	ENST00000298545
9	135600965	135754164	AK8	adenylate kinase 8 [Source:HGNC Symbol;Acc:26526]	processed_transcript	ENSG00000165695	ENST00000477396
9	135600965	135754164	AK8	adenylate kinase 8 [Source:HGNC Symbol;Acc:26526]	processed_transcript	ENSG00000165695	ENST00000476719
9	135600965	135754164	AK8	adenylate kinase 8 [Source:HGNC Symbol;Acc:26526]	processed_transcript	ENSG00000165695	ENST00000467161
9	135600965	135754164	AK8	adenylate kinase 8 [Source:HGNC Symbol;Acc:26526]	processed_transcript	ENSG00000165695	ENST00000482422
12	93963590	93977263	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:19382]	protein_coding	ENSG00000120833	ENST00000340600
12	93963590	93977263	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:19382]	protein_coding	ENSG00000120833	ENST00000549206
12	93963590	93977263	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:19382]	protein_coding	ENSG00000120833	ENST00000536696
12	93963590	93977263	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:19382]	protein_coding	ENSG00000120833	ENST00000548091
12	93963590	93977263	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:19382]	protein_coding	ENSG00000120833	ENST00000549122
12	93963590	93977263	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:19382]	protein_coding	ENSG00000120833	ENST00000548537
12	93963590	93977263	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:19382]	protein_coding	ENSG00000120833	ENST00000549887
12	93963590	93977263	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:19382]	protein_coding	ENSG00000120833	ENST00000551556
12	93963590	93977263	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:19382]	protein_coding	ENSG00000120833	ENST00000547229
12	93963590	93977263	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:19382]	protein_coding	ENSG00000120833	ENST00000551883
12	93963590	93977263	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:19382]	protein_coding	ENSG00000120833	ENST00000549510
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	protein_coding	ENSG00000132561	ENST00000521689
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	protein_coding	ENSG00000132561	ENST00000524308
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	retained_intron	ENSG00000132561	ENST00000523490
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	protein_coding	ENSG00000132561	ENST00000522025
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	retained_intron	ENSG00000132561	ENST00000520160
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	protein_coding	ENSG00000132561	ENST00000520016
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	protein_coding	ENSG00000132561	ENST00000518154
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	protein_coding	ENSG00000132561	ENST00000521041
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	protein_coding	ENSG00000132561	ENST00000519585
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	processed_transcript	ENSG00000132561	ENST00000518238
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	protein_coding	ENSG00000132561	ENST00000522270
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	nonsense_mediated_decay	ENSG00000132561	ENST00000521952
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	protein_coding	ENSG00000132561	ENST00000517321
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	retained_intron	ENSG00000132561	ENST00000518370
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	protein_coding	ENSG00000132561	ENST00000519582
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	retained_intron	ENSG00000132561	ENST00000523561
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	protein_coding	ENSG00000132561	ENST00000522135
8	98881068	99048944	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:6908]	protein_coding	ENSG00000132561	ENST00000254898
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	protein_coding	ENSG00000160613	ENST00000320934
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	retained_intron	ENSG00000160613	ENST00000534529
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	processed_transcript	ENSG00000160613	ENST00000529458
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	retained_intron	ENSG00000160613	ENST00000527037
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	retained_intron	ENSG00000160613	ENST00000527861
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	retained_intron	ENSG00000160613	ENST00000532810
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	retained_intron	ENSG00000160613	ENST00000531573
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	processed_transcript	ENSG00000160613	ENST00000533135
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	retained_intron	ENSG00000160613	ENST00000528973
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	retained_intron	ENSG00000160613	ENST00000528217
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	protein_coding	ENSG00000160613	ENST00000525027
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	protein_coding	ENSG00000160613	ENST00000524507
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	protein_coding	ENSG00000160613	ENST00000532301
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	protein_coding	ENSG00000160613	ENST00000530269
11	117075053	117103241	PCSK7	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	protein_coding	ENSG00000160613	ENST00000540028
10	104503727	104576021	WBP1L	WW domain binding protein 1-like [Source:HGNC Symbol;Acc:23510]	protein_coding	ENSG00000166272	ENST00000369889
10	104503727	104576021	WBP1L	WW domain binding protein 1-like [Source:HGNC Symbol;Acc:23510]	protein_coding	ENSG00000166272	ENST00000448841
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000437099
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000323816
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000432992
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000585266
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000580865
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000583882
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000542249
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000396115
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000579158
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	processed_transcript	ENSG00000007237	ENST00000581112
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	retained_intron	ENSG00000007237	ENST00000578456
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	processed_transcript	ENSG00000007237	ENST00000581871
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	processed_transcript	ENSG00000007237	ENST00000580811
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000584146
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	processed_transcript	ENSG00000007237	ENST00000579140
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	processed_transcript	ENSG00000007237	ENST00000578655
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000578599
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000584389
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000580043
17	9813926	10101868	GAS7	growth arrest-specific 7 [Source:HGNC Symbol;Acc:4169]	protein_coding	ENSG00000007237	ENST00000540214
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	protein_coding	ENSG00000118473	ENST00000237247
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	protein_coding	ENSG00000118473	ENST00000371039
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	processed_transcript	ENSG00000118473	ENST00000493564
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	protein_coding	ENSG00000118473	ENST00000424320
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	processed_transcript	ENSG00000118473	ENST00000468286
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	processed_transcript	ENSG00000118473	ENST00000497055
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	protein_coding	ENSG00000118473	ENST00000371037
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	processed_transcript	ENSG00000118473	ENST00000484988
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	processed_transcript	ENSG00000118473	ENST00000483060
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	processed_transcript	ENSG00000118473	ENST00000480548
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	processed_transcript	ENSG00000118473	ENST00000487507
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	protein_coding	ENSG00000118473	ENST00000435165
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	processed_transcript	ENSG00000118473	ENST00000320161
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	processed_transcript	ENSG00000118473	ENST00000468570
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	protein_coding	ENSG00000118473	ENST00000371035
1	66999066	67213982	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:HGNC Symbol;Acc:25412]	protein_coding	ENSG00000118473	ENST00000371036
1	67131547	67142710	AL139147.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F5H5J5]	protein_coding	ENSG00000248458	ENST00000502413
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	protein_coding	ENSG00000166833	ENST00000360655
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	protein_coding	ENSG00000166833	ENST00000396085
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	protein_coding	ENSG00000166833	ENST00000349880
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	protein_coding	ENSG00000166833	ENST00000396087
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	processed_transcript	ENSG00000166833	ENST00000534229
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	processed_transcript	ENSG00000166833	ENST00000528008
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	protein_coding	ENSG00000166833	ENST00000533917
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	protein_coding	ENSG00000166833	ENST00000525322
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	protein_coding	ENSG00000166833	ENST00000530408
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	processed_transcript	ENSG00000166833	ENST00000534299
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	processed_transcript	ENSG00000166833	ENST00000526675
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	retained_intron	ENSG00000166833	ENST00000533746
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	retained_intron	ENSG00000166833	ENST00000525025
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	retained_intron	ENSG00000166833	ENST00000528923
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	protein_coding	ENSG00000166833	ENST00000527559
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	protein_coding	ENSG00000166833	ENST00000540292
11	19372271	20143144	NAV2	neuron navigator 2 [Source:HGNC Symbol;Acc:15997]	protein_coding	ENSG00000166833	ENST00000311043
17	38443885	38459171	CDC6	cell division cycle 6 [Source:HGNC Symbol;Acc:1744]	protein_coding	ENSG00000094804	ENST00000209728
17	38443885	38459171	CDC6	cell division cycle 6 [Source:HGNC Symbol;Acc:1744]	protein_coding	ENSG00000094804	ENST00000580824
17	38443885	38459171	CDC6	cell division cycle 6 [Source:HGNC Symbol;Acc:1744]	protein_coding	ENSG00000094804	ENST00000577249
17	38443885	38459171	CDC6	cell division cycle 6 [Source:HGNC Symbol;Acc:1744]	protein_coding	ENSG00000094804	ENST00000473555
17	38443885	38459171	CDC6	cell division cycle 6 [Source:HGNC Symbol;Acc:1744]	retained_intron	ENSG00000094804	ENST00000582402
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000382582
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	retained_intron	ENSG00000197971	ENST00000490319
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000585201
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000397875
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000397866
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000397865
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000527041
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000359645
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000528160
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	nonsense_mediated_decay	ENSG00000197971	ENST00000577755
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	nonsense_mediated_decay	ENSG00000197971	ENST00000527975
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	processed_transcript	ENSG00000197971	ENST00000578715
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000397869
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000354542
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	nonsense_mediated_decay	ENSG00000197971	ENST00000531144
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	nonsense_mediated_decay	ENSG00000197971	ENST00000583474
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	nonsense_mediated_decay	ENSG00000197971	ENST00000533278
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000526111
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000580402
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000579129
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000578193
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	retained_intron	ENSG00000197971	ENST00000397868
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000447114
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	processed_transcript	ENSG00000197971	ENST00000581179
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	processed_transcript	ENSG00000197971	ENST00000580473
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	processed_transcript	ENSG00000197971	ENST00000582282
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	nonsense_mediated_decay	ENSG00000197971	ENST00000473302
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	nonsense_mediated_decay	ENSG00000197971	ENST00000483025
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	nonsense_mediated_decay	ENSG00000197971	ENST00000493623
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	processed_transcript	ENSG00000197971	ENST00000585216
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	retained_intron	ENSG00000197971	ENST00000484548
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	retained_intron	ENSG00000197971	ENST00000583118
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000578873
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	retained_intron	ENSG00000197971	ENST00000467108
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	nonsense_mediated_decay	ENSG00000197971	ENST00000459948
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	retained_intron	ENSG00000197971	ENST00000482445
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000498683
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	processed_transcript	ENSG00000197971	ENST00000583266
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000397863
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000397860
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000581878
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	processed_transcript	ENSG00000197971	ENST00000487778
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	processed_transcript	ENSG00000197971	ENST00000490754
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	processed_transcript	ENSG00000197971	ENST00000495162
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	processed_transcript	ENSG00000197971	ENST00000497479
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	retained_intron	ENSG00000197971	ENST00000493247
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000583798
18	74690783	74845639	MBP	myelin basic protein [Source:HGNC Symbol;Acc:6925]	protein_coding	ENSG00000197971	ENST00000355994
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	protein_coding	ENSG00000072110	ENST00000193403
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	retained_intron	ENSG00000072110	ENST00000556083
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	retained_intron	ENSG00000072110	ENST00000553882
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	protein_coding	ENSG00000072110	ENST00000394419
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	protein_coding	ENSG00000072110	ENST00000438964
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	protein_coding	ENSG00000072110	ENST00000376839
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	protein_coding	ENSG00000072110	ENST00000555075
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	protein_coding	ENSG00000072110	ENST00000538545
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	protein_coding	ENSG00000072110	ENST00000544964
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	protein_coding	ENSG00000072110	ENST00000553290
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	retained_intron	ENSG00000072110	ENST00000556432
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	processed_transcript	ENSG00000072110	ENST00000556343
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	protein_coding	ENSG00000072110	ENST00000555616
14	69340860	69446157	ACTN1	actinin, alpha 1 [Source:HGNC Symbol;Acc:163]	protein_coding	ENSG00000072110	ENST00000556433
