Supplementary Table 3C: Genes annotation of hypoacetylated H3K27ac ChIPseq regions between PLN and control group using a 5kb TSS window.									
Peak ID*	Chromosome	Peak start†	Peak end†	Gene name	RefSeq transcript ID	Distance to TSS	Distance to TES		
9619	chr4	106628350	106631429	GSTCD	NM_001031720	-2080	-138992		
21719	chr11	63684250	63691129	RCOR2	NM_173587	-3374	-8997		
21720	chr11	63705000	63708099	NAA40	NM_024771	108	-18241		
21720	chr11	63705000	63708099	NAA40	NM_001300800	-253	-18241		
16142	chr8	19533450	19536879	CSGALNACT1	NM_018371	4929	-273493		
20804	chr10	134210300	134215799	PWWP2B	NM_138499	2348	-18308		
20804	chr10	134210300	134215799	PWWP2B	NM_001098637	2348	-18308		
13697	chr6	132127250	132129929	ENPP1	NM_006208	-566	-87705		
26621	chr14	105142300	105150199	MIR4710	NR_039860	-2164	-2219		
32432	chr19	11544680	11547879	CCDC151	NM_145045	-300	-15008		
32432	chr19	11544680	11547879	CCDC151	NM_001302454	-300	-15007		
32432	chr19	11544680	11547879	CCDC151	NM_001302453	323	-15007		
32432	chr19	11544680	11547879	PRKCSH	NM_001001329	202	-15502		
32432	chr19	11544680	11547879	PRKCSH	NM_001289104	202	-15502		
32432	chr19	11544680	11547879	PRKCSH	NM_001289103	202	-15502		
32432	chr19	11544680	11547879	PRKCSH	NM_002743	-186	-15502		
32432	chr19	11544680	11547879	PRKCSH	NM_001289102	-281	-15502		
8890	chr4	698200	702999	PCGF3	NM_006315	1027	-63827		
25557	chr14	24613880	24617999	PSME2	NM_002818	-85	-3366		
25557	chr14	24613880	24617999	MIR7703	NR_106990	-3166	-3242		
25557	chr14	24613880	24617999	RNF31	NM_001310332	-144	-13930		
25557	chr14	24613880	24617999	RNF31	NM_017999	-719	-13930		
33531	chr19	58788250	58791979	ZNF8	NM_021089	-203	-17139		
9112	chr4	17512050	17515299	QDPR	NM_000320	182	-25659		
9112	chr4	17512050	17515299	QDPR	NM_001306140	182	-25659		
9112	chr4	17512050	17515299	CLRN2	NM_001079827	-3113	-15052		
29554	chr17	4888830	4894049	CAMTA2	NM_001171167	-775	-20153		
29554	chr17	4888830	4894049	CAMTA2	NM_001171168	-775	-20153		
29554	chr17	4888830	4894049	CAMTA2	NM_015099	-480	-20153		
29554	chr17	4888830	4894049	CAMTA2	NM_001171166	-480	-20153		
12813	chr6	33544230	33549349	BAK1	NM_001188	1280	-6467		
12813	chr6	33544230	33549349	GGNBP1	NR_028361	-4686	-10013		
35703	chr22	41863350	41867199	PHF5A	NM_032758	-567	-9554		
35703	chr22	41863350	41867199	ACO2	NM_001098	146	-59718		
31202	chr17	79933380	79936049	ASPSCR1	NM_024083	-711	-40567		
31202	chr17	79933380	79936049	ASPSCR1	NM_001251888	-711	-40567		
31202	chr17	79933380	79936049	ASPSCR1	NR_045351	-711	-40567		
8889	chr4	679900	684749	MFSD7	NM_001294342	905	-6712		
8889	chr4	679900	684749	MFSD7	NM_001294341	905	-6712		
8889	chr4	679900	684749	MFSD7	NM_032219	905	-6712		
18928	chr9	139641350	139644029	LCN6	NM_198946	290	-4221		
18928	chr9	139641350	139644029	LOC100128593	NR_033913	2077	-1673		
18928	chr9	139641350	139644029	MIR6722	NR_106780	-1268	-1345		
34559	chr20	62683150	62687899	SOX18	NM_018419	-4546	-6446		
34559	chr20	62683150	62687899	TCEA2	NM_198723	-2914	-18175		
34511	chr20	61422600	61429579	MRGBP	NM_018270	-1715	-5855		
12396	chr6	14117500	14120079	CD83	NM_001251901	1303	-18358		
12396	chr6	14117500	14120079	CD83	NM_001040280	925	-18358		
12396	chr6	14117500	14120079	CD83	NM_004233	925	-18358		
33337	chr19	50190100	50192799	ADM5	NM_001101340	-492	-2797		
33337	chr19	50190100	50192799	CPT1C	NM_001199753	-2915	-25538		
33337	chr19	50190100	50192799	CPT1C	NM_001199752	-2915	-25538		
33337	chr19	50190100	50192799	CPT1C	NM_001136052	-2915	-25538		
33337	chr19	50190100	50192799	CPT1C	NM_152359	-2915	-25538		
33337	chr19	50190100	50192799	CPT1C	NR_108072	-2915	-25538		
34525	chr20	62127280	62136049	EEF1A2	NM_001958	-997	-12300		
21893	chr11	67372880	67376099	C11orf72	NR_130935	-313	-4139		
21893	chr11	67372880	67376099	NDUFV1	NM_007103	167	-5522		
21893	chr11	67372880	67376099	NDUFV1	NM_001166102	167	-5522		
17252	chr8	135850700	135854679	NCRNA00250	NR_126028	2378	-2190		
33634	chr20	3798150	3802979	AP5S1	NM_001204447	-606	-5389		
33634	chr20	3798150	3802979	AP5S1	NM_001204446	-606	-5389		
33634	chr20	3798150	3802979	AP5S1	NM_018347	-606	-5389		
22576	chr11	119184500	119193429	MCAM	NM_006500	-1125	-9731		
23421	chr12	48154830	48160049	RAPGEF3	NM_001098531	-4551	-28987		
12143	chr5	180470430	180473549	BTNL9	NM_001308245	4765	-12179		
12143	chr5	180470430	180473549	BTNL9	NM_152547	4765	-16533		
12143	chr5	180470430	180473549	MIR8089	NR_107056	-1506	-1587		
529	chr1	20985900	20990479	DDOST	NM_005216	-153	-9930		
29553	chr17	4868900	4879399	SPAG7	NM_004890	-3018	-11629		
29553	chr17	4868900	4879399	MIR6864	NR_106924	-1084	-1153		
29553	chr17	4868900	4879399	MIR6865	NR_106925	-705	-769		
3420	chr1	228333250	228335279	GUK1	NM_001159391	1861	-2390		
3420	chr1	228333250	228335279	GJC2	NM_020435	-3150	-13262		
30353	chr17	43299000	43307899	FMNL1	NM_005892	4158	-21233		
28934	chr16	68277400	68283829	PLA2G15	NM_012320	1368	-14346		
5368	chr2	132247880	132249929	MZT2A	NM_001085365	1159	-7372		
5368	chr2	132247880	132249929	MIR4784	NR_039945	-96	-172		
5368	chr2	132247880	132249929	LOC150776	NR_026922	-1481	-30244		
12751	chr6	31829100	31832549	NEU1	NM_000434	-116	-3996		
7273	chr3	51995350	52003949	PCBP4	NM_033010	-2742	-8180		
7273	chr3	51995350	52003949	PCBP4	NM_020418	1800	-8180		
7273	chr3	51995350	52003949	PCBP4	NM_001174100	1832	-8180		
7273	chr3	51995350	52003949	PCBP4	NM_033008	1832	-8180		
31214	chr17	80170500	80172549	CCDC57	NM_198082	-836	-112179		
7191	chr3	49129400	49133149	QRICH1	NM_017730	229	-64133		
7191	chr3	49129400	49133149	QRICH1	NM_198880	229	-64133		
32836	chr19	34854350	34858199	GPI	NM_001184722	630	-37043		
32836	chr19	34854350	34858199	GPI	NM_001289789	630	-37043		
32836	chr19	34854350	34858199	GPI	NM_000175	243	-37043		
32836	chr19	34854350	34858199	GPI	NM_001289790	243	-37043		
23036	chr12	7050980	7056099	C12orf57	NM_001301836	939	-1626		
23036	chr12	7050980	7056099	C12orf57	NM_001301834	875	-1626		
23036	chr12	7050980	7056099	C12orf57	NM_138425	560	-1626		
23036	chr12	7050980	7056099	C12orf57	NM_001301837	560	-1626		
23036	chr12	7050980	7056099	C12orf57	NM_001301838	560	-1626		
23036	chr12	7050980	7056099	C12orf57	NR_126035	560	-1626		
23036	chr12	7050980	7056099	PTPN6	NM_080548	-2200	-16939		
31582	chr18	32072330	32075829	DTNA	NM_001392	826	-335212		
31582	chr18	32072330	32075829	DTNA	NM_001198945	826	-374698		
31582	chr18	32072330	32075829	DTNA	NM_032979	826	-374698		
31582	chr18	32072330	32075829	DTNA	NM_032975	826	-397728		
12063	chr5	175966880	175972279	CDHR2	NM_001171976	68	-53189		
24405	chr12	122149000	122153979	TMEM120B	NM_001080825	832	-68484		
8924	chr4	2264730	2269349	MXD4	NM_006454	-3301	-17880		
1173	chr1	45138330	45141879	TMEM53	NM_001300746	175	-21186		
1173	chr1	45138330	45141879	TMEM53	NM_024587	175	-21186		
1173	chr1	45138330	45141879	TMEM53	NM_001300747	175	-21186		
1173	chr1	45138330	45141879	TMEM53	NM_001300748	175	-21186		
1173	chr1	45138330	45141879	C1orf228	NM_001145636	-289	-51158		
32039	chr19	1204180	1210999	STK11	NM_000455	1792	-20844		
30892	chr17	72872300	72875879	FDXR	NM_024417	-4934	-15471		
30892	chr17	72872300	72875879	FDXR	NM_001258015	-4934	-15471		
30892	chr17	72872300	72875879	FDXR	NM_001258014	-4934	-15471		
30892	chr17	72872300	72875879	FDXR	NM_001258013	-4934	-15471		
30892	chr17	72872300	72875879	FDXR	NM_001258012	-4934	-15471		
30892	chr17	72872300	72875879	FDXR	NM_004110	-4934	-15471		
30892	chr17	72872300	72875879	FDXR	NR_047576	-4934	-15471		
33454	chr19	55986350	55992199	ZNF628	NM_033113	1576	-6579		
26769	chr15	36867750	36870399	C15orf41	NM_001290233	-2729	-170367		
26769	chr15	36867750	36870399	C15orf41	NM_001130010	-2729	-233386		
13077	chr6	43137430	43143849	SRF	NM_003131	1607	-8604		
13077	chr6	43137430	43143849	SRF	NM_001292001	512	-8604		
10283	chr5	269850	272399	HRAT5	NR_104613	514	-1454		
10283	chr5	269850	272399	PDCD6	NR_073609	-611	-5930		
10283	chr5	269850	272399	PDCD6	NM_001267559	-611	-43964		
10283	chr5	269850	272399	PDCD6	NM_013232	-611	-43964		
10283	chr5	269850	272399	PDCD6	NM_001267557	-611	-43964		
10283	chr5	269850	272399	PDCD6	NM_001267556	-611	-43964		
10283	chr5	269850	272399	PDCD6	NM_001267558	-611	-43964		
28932	chr16	68263750	68268249	ESRP2	NM_024939	4136	-3550		
28932	chr16	68263750	68268249	MIR6773	NR_106831	1402	1329		
18	chr1	1149280	1152279	TNFRSF4	NM_003327	-1232	-4074		
33277	chr19	49130080	49132179	SPHK2	NM_001204160	2921	-2533		
7276	chr3	52015700	52019599	ACY1	NM_001198896	350	-5568		
7276	chr3	52015700	52019599	ACY1	NM_001198898	350	-5568		
7276	chr3	52015700	52019599	ACY1	NM_001198897	350	-5568		
7276	chr3	52015700	52019599	ACY1	NM_000666	350	-5568		
7276	chr3	52015700	52019599	ACY1	NM_001198895	350	-5568		
34530	chr20	62257800	62260899	GMEB2	NM_012384	-969	-40395		
27468	chr15	74606200	74608699	CCDC33	NM_182791	-3432	-21032		
27468	chr15	74606200	74608699	CCDC33	NM_001287181	-3432	-21032		
26853	chr15	41849380	41851899	TYRO3	NM_006293	-580	-20896		
28584	chr16	30903680	30909349	BCL7C	NM_001286526	-892	-61153		
28584	chr16	30903680	30909349	BCL7C	NM_004765	-892	-7399		
28584	chr16	30903680	30909349	MIR762	NR_031576	1291	1209		
28584	chr16	30903680	30909349	CTF1	NM_001142544	-1413	-8366		
28584	chr16	30903680	30909349	CTF1	NM_001330	-1413	-8366		
21781	chr11	65077050	65079229	CDC42EP2	NM_006779	-4149	-11760		
7195	chr3	49167180	49174629	LAMB2	NM_002292	-306	-12358		
8805	chr3	194303850	194306349	TMEM44-AS1	NR_047573	103	-6461		
8805	chr3	194303850	194306349	TMEM44-AS1	NR_047575	103	-6461		
8805	chr3	194303850	194306349	TMEM44-AS1	NR_047574	103	-6461		
25769	chr14	53196100	53198649	STYX	NM_145251	492	-44330		
25769	chr14	53196100	53198649	STYX	NM_001130701	492	-44330		
15792	chr7	150079080	150082479	ZNF775	NM_173680	4374	-14939		
33541	chr19	58985900	58989149	ZNF446	NM_017908	-6	-5076		
33541	chr19	58985900	58989149	ZNF446	NM_001304453	-1021	-13375		
8630	chr3	184532400	184534899	VPS8	NM_001009921	3719	-236752		
8630	chr3	184532400	184534899	VPS8	NM_015303	3719	-236752		
15225	chr7	97736250	97738279	LMTK2	NM_014916	1068	-101679		
5544	chr2	162929150	162931229	DPP4	NM_001935	862	-81435		
31116	chr17	77750250	77752249	CBX2	NM_032647	-727	-5081		
31116	chr17	77750250	77752249	CBX2	NM_005189	-727	-10199		
4986	chr2	97535400	97542429	SEMA4C	NM_017789	-3180	-13442		
25424	chr13	113623380	113625479	MCF2L-AS1	NR_034002	-1478	-2632		
25424	chr13	113623380	113625479	MCF2L	NM_001112732	895	-129623		
10185	chr4	185302650	185313499	LOC102723766	NR_125934	-4615	-21361		
10185	chr4	185302650	185313499	LOC102723766	NR_125933	-4615	-21361		
7097	chr3	46503580	46506349	LTF	NM_001199149	196	-27469		
7097	chr3	46503580	46506349	LTF	NM_002343	1667	-27469		
15543	chr7	128498250	128501749	ATP6V1F	NM_001198909	-2857	-5903		
15543	chr7	128498250	128501749	ATP6V1F	NM_004231	-2857	-5903		
31191	chr17	79789250	79793849	FAM195B	NM_001288799	-380	-11313		
31191	chr17	79789250	79793849	FAM195B	NM_001093767	-380	-11313		
31191	chr17	79789250	79793849	FAM195B	NM_207368	-380	-11313		
31191	chr17	79789250	79793849	FAM195B	NM_001288798	-380	-11313		
31191	chr17	79789250	79793849	PPP1R27	NM_001007533	1376	-182		
21824	chr11	65637800	65641799	EFEMP2	NM_016938	605	-5888		
21824	chr11	65637800	65641799	EFEMP2	NR_037718	605	-5888		
31106	chr17	76975600	76977629	LGALS3BP	NM_005567	-554	-9280		
703	chr1	26480880	26493149	FAM110D	NM_024869	1504	-2104		
33614	chr20	3183500	3185779	DDRGK1	NM_023935	655	-13628		
33614	chr20	3183500	3185779	ITPA	NR_052000	-4874	-19876		
26645	chr14	105554750	105560449	LOC102723354	NR_110546	-2884	-8233		
7136	chr3	47553250	47555429	ELP6	NM_001031703	859	-17210		
10729	chr5	65890530	65892729	MAST4	NM_198828	-546	-390721		
10729	chr5	65890530	65892729	MAST4	NM_001290228	-546	-390721		
10729	chr5	65890530	65892729	MAST4	NM_001164664	-546	-573793		
35180	chr22	24819650	24822699	ADORA2A	NM_001278500	1610	-17153		
35180	chr22	24819650	24822699	ADORA2A	NM_001278499	-2355	-17153		
35180	chr22	24819650	24822699	ADORA2A	NM_000675	-2355	-17153		
35180	chr22	24819650	24822699	ADORA2A	NR_103544	-2355	-17153		
35180	chr22	24819650	24822699	ADORA2A	NR_103543	-2355	-17153		
21951	chr11	69061700	69069049	MYEOV	NM_001293291	3770	621		
21951	chr11	69061700	69069049	MYEOV	NM_138768	3770	621		
21951	chr11	69061700	69069049	MYEOV	NM_001300923	3770	621		
21951	chr11	69061700	69069049	MYEOV	NM_001300924	3770	621		
21951	chr11	69061700	69069049	MYEOV	NM_001293296	3770	621		
21951	chr11	69061700	69069049	MYEOV	NM_001293294	3770	621		
21895	chr11	67397380	67400999	NUDT8	NM_181843	-1782	-3781		
21895	chr11	67397380	67400999	NUDT8	NM_001243750	-1782	-3780		
21502	chr11	47196880	47211899	PACSIN3	NM_001184975	3042	-5317		
21502	chr11	47196880	47211899	PACSIN3	NM_001184974	3620	-5317		
21502	chr11	47196880	47211899	PACSIN3	NM_016223	3620	-5317		
21502	chr11	47196880	47211899	MIR6745	NR_106803	-3102	-3228		
20858	chr11	817800	821749	PNPLA2	NM_020376	874	-5796		
21008	chr11	8106800	8108899	TUB	NM_177972	4941	-19804		
14935	chr7	56030430	56037579	GBAS	NM_001483	1735	-33870		
14935	chr7	56030430	56037579	GBAS	NM_001202469	1735	-33870		
21507	chr11	47289380	47293829	MADD	NM_130470	678	-59977		
21507	chr11	47289380	47293829	MADD	NM_130474	406	-59977		
21507	chr11	47289380	47293829	MADD	NM_130473	406	-59977		
21507	chr11	47289380	47293829	MADD	NM_003682	406	-59977		
21507	chr11	47289380	47293829	MADD	NM_001135944	406	-59977		
21507	chr11	47289380	47293829	MADD	NM_130472	406	-59977		
21507	chr11	47289380	47293829	MADD	NM_130471	406	-59977		
21507	chr11	47289380	47293829	MADD	NM_130475	-66	-59977		
21507	chr11	47289380	47293829	MADD	NM_001135943	-66	-59977		
21507	chr11	47289380	47293829	MADD	NM_130476	-66	-59977		
21507	chr11	47289380	47293829	LOC101928943	NR_120568	2021	603		
21507	chr11	47289380	47293829	LOC101928943	NR_120569	2056	603		
19985	chr10	77187200	77192049	C10orf11	NM_001305581	-1779	-1127508		
20886	chr11	1883600	1887029	MIR4298	NR_036185	-4549	-4621		
20886	chr11	1883600	1887029	LSP1	NM_001242932	-1080	-28178		
20886	chr11	1883600	1887029	LSP1	NM_001013253	-4588	-28178		
32219	chr19	4638100	4640149	TNFAIP8L1	NM_152362	-402	-16455		
32219	chr19	4638100	4640149	TNFAIP8L1	NM_001167942	-904	-16455		
32531	chr19	14217250	14219899	PRKACA	NM_001304349	627	-16068		
14351	chr7	2665930	2668029	TTYH3	NM_025250	-4623	-37456		
35076	chr22	20115300	20119029	ZDHHC8	NM_013373	-2199	-18365		
35076	chr22	20115300	20119029	ZDHHC8	NM_001185024	-2199	-18365		
21479	chr11	46381550	46388679	DGKZ	NM_001105540	1970	-16989		
6270	chr2	237168450	237173579	ASB18	NM_212556	1973	-67500		
15757	chr7	142981380	142987279	TMEM139	NM_001282877	2338	-812		
15757	chr7	142981380	142987279	TMEM139	NM_001242775	2338	-812		
15757	chr7	142981380	142987279	TMEM139	NM_001242774	2338	-812		
15757	chr7	142981380	142987279	TMEM139	NM_001242773	2338	-812		
15757	chr7	142981380	142987279	TMEM139	NM_153345	2338	-812		
15757	chr7	142981380	142987279	TMEM139	NR_104253	2338	-812		
15757	chr7	142981380	142987279	TMEM139	NR_104254	2338	-812		
15757	chr7	142981380	142987279	TMEM139	NR_104250	2338	-812		
15757	chr7	142981380	142987279	TMEM139	NR_104251	2338	-812		
15757	chr7	142981380	142987279	TMEM139	NR_104252	2338	-812		
15757	chr7	142981380	142987279	TMEM139	NM_001282876	2287	-812		
15757	chr7	142981380	142987279	TMEM139	NR_040003	2287	-812		
15757	chr7	142981380	142987279	CASP2	NM_032983	-978	-20459		
15757	chr7	142981380	142987279	CASP2	NM_032982	-978	-20459		
15757	chr7	142981380	142987279	CASP2	NM_001224	-2351	-20459		
31019	chr17	75393930	75398049	MIR4316	NR_036200	-2854	-2924		
18009	chr9	95430680	95434079	IPPK	NM_022755	167	-56914		
19928	chr10	75407750	75417129	SYNPO2L	NM_024875	-1643	-7801		
19928	chr10	75407750	75417129	SYNPO2L	NM_001114133	3423	-7801		
109	chr1	3660900	3663879	TP73-AS1	NR_033712	945	-9842		
109	chr1	3660900	3663879	TP73-AS1	NR_033710	1547	-9842		
109	chr1	3660900	3663879	TP73-AS1	NR_033709	1547	-9842		
109	chr1	3660900	3663879	TP73-AS1	NR_033708	1547	-9842		
109	chr1	3660900	3663879	TP73-AS1	NR_033711	1547	-9842		
30979	chr17	74439750	74449399	UBE2O	NM_022066	4713	-58962		
30979	chr17	74439750	74449399	AANAT	NM_001166579	-4858	-21624		
21760	chr11	64682930	64687299	ATG2A	NM_015104	-393	-23111		
28045	chr16	685600	694399	C16orf13	NM_001040165	-3634	-5573		
28045	chr16	685600	694399	C16orf13	NM_001040160	-3634	-5573		
28045	chr16	685600	694399	C16orf13	NM_032366	-3634	-5573		
28045	chr16	685600	694399	C16orf13	NM_001288710	-3634	-5573		
28045	chr16	685600	694399	C16orf13	NM_001040162	-3634	-5573		
28045	chr16	685600	694399	C16orf13	NM_001040161	-3634	-5573		
28045	chr16	685600	694399	C16orf13	NR_109979	-3634	-5573		
28045	chr16	685600	694399	C16orf13	NR_109978	-3634	-5573		
28045	chr16	685600	694399	C16orf13	NR_109977	-3634	-5573		
28045	chr16	685600	694399	C16orf13	NR_109976	-3634	-5573		
28045	chr16	685600	694399	FAM195A	NM_138418	-1849	-8474		
6682	chr3	16304800	16310129	DPH3	NM_206831	-969	-8897		
6682	chr3	16304800	16310129	DPH3	NM_001047434	-969	-8897		
6682	chr3	16304800	16310129	OXNAD1	NM_138381	798	-40129		
35166	chr22	24576000	24579399	SUSD2	NM_019601	256	-7374		
7124	chr3	47016580	47030849	CCDC12	NM_144716	-215	-60495		
7124	chr3	47016580	47030849	NBEAL2	NM_015175	2542	-27479		
18943	chr9	139867530	139871599	PTGDS	NM_000954	-2391	-6629		
33630	chr20	3744750	3749799	C20orf27	NM_001039140	1177	-13129		
33630	chr20	3744750	3749799	C20orf27	NM_001258430	1177	-13129		
33630	chr20	3744750	3749799	C20orf27	NM_001258429	1177	-13129		
33630	chr20	3744750	3749799	C20orf27	NR_047675	1760	-13129		
7315	chr3	52442050	52446799	BAP1	NM_004656	-304	-9405		
7315	chr3	52442050	52446799	PHF7	NM_016483	-152	-13232		
7315	chr3	52442050	52446799	PHF7	NM_001278221	-2402	-13232		
3326	chr1	224544200	224546429	CNIH4	NM_001277198	802	-19271		
3326	chr1	224544200	224546429	CNIH4	NM_014184	802	-19271		
3326	chr1	224544200	224546429	CNIH4	NM_001277197	802	-19271		
3326	chr1	224544200	224546429	CNIH4	NM_001277199	802	-19271		
3326	chr1	224544200	224546429	CNIH4	NR_102347	802	-19271		
3326	chr1	224544200	224546429	CNIH4	NM_001277200	802	-21838		
23566	chr12	53494300	53500099	SOAT2	NM_003578	-74	-21123		
12853	chr6	34358350	34362149	NUDT3	NM_006703	207	-105277		
2277	chr1	153915700	153922549	DENND4B	NM_014856	29	-17148		
									
									
Legend: *regions sorted by non-adjusted p-value, †genomic coordinates indicated in human genome assembly GRCh37/hg19, TSS - transcription start site, TES - transcription elongation site									
